Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
29-Jun-2026,"INR 1,272,274.399",90.0,Avinash Kumar,29-Jun-2026 01:12 PM,BidFoundsuccessfull.pdf (19.00 KB),1,6078258,M/S N.P. CONSTRUCTION CO.,30-Apr-2026 09:00 AM,Rejected-Finance,L2,29-Jun-2026 01:11 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,2026_REDUP_1141979_7,1314/EERED/TENDER/2025-26/ Dt 30-03-2026,07-Construction of CC road/drain from Vinod house towards Tulsi house in Dhanena village.,1.0,6071498.0,TITOO CONTRACTOR,INR,"1,272,274.399",Finance,OK,Parmod Kumar,12-May-2026 05:33 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Avinash Kumar,12-May-2026 04:24 PM,12-May-2026 04:30 PM,techsummary_2132844.pdf (3174.61 KB),Technical,OK,Parmod Kumar,02-May-2026 06:27 PM,technical_2132844.pdf,Executive Engineer,Internal,,Avinash Kumar,29-Jun-2026 01:11 PM,finsummary_2132844.pdf (413.04 KB),AOC,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SHAMLI,1314/EERED/TENDER/2025-26/ Dt 30-03-2026,2026_REDUP_1141979_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"26,000",No,fixed,,Nil,Nil,07-Construction of CC road/drain from Vinod house towards Tulsi house in Dhanena village.,07-Construction of CC road/drain from Vinod house towards Tulsi house in Dhanena village.,Please refer Tender documents. ,NA ,,Construction Works,NA ,Tender,90.0,90.0,SHAMLI,247776.0,NA ,NA ,NA ,EE RED Office Shamli,No ,No,EE RED Shamli,EE RED Office Shamli,25-Apr-2026 05:00 PM,02-May-2026 12:30 PM,25-Apr-2026 05:00 PM,30-Apr-2026 06:00 PM,NA ,NA ,25-Apr-2026 05:00 PM,30-Apr-2026 06:00 PM,12-May-2026 04:30 PM,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Docoments,AOC
,,,,,,2,6071498,TITOO CONTRACTOR,27-Apr-2026 08:55 PM,Accepted-AOC,L1,29-Jun-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,AOC
