Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
16-Apr-2026,"INR 5,992,230",180.0,UMAKANT PANDEY,01-Jun-2026 06:56 PM,Rajbahwancondor.pdf (377.00 KB),Contract has been awarded after Acceptance of the bid.,1.0,5857588.0,MS AKASH CONSTRUCTION,INR,"5,992,230",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow,2026_PWDBL_1111177_1,149/131(1)M-39/2026 Date. 20.01.2026,Renovation work of bathrooms of 96 houses of Gulmohar Colony Type-1 at Premises of Raj Bhavan,1,5857588,MS AKASH CONSTRUCTION,09-Feb-2026 08:25 PM,Accepted-AOC,Accepted due to lowest rate,01-Jun-2026 06:56 PM,Finance,MS AKASH CONSTRUCTION. L1 M/S VINAY KUMAR AGARWAL. L2,UMAKANT PANDEY,18-Feb-2026 12:03 PM,,BOQ Comparative Chart,CHAKRESH KAIN,Internal,"CHAKRESH KAIN, UMAKANT PANDAY, GANGESHWAR PAL, DILEEP KUMAR",UMAKANT PANDEY,17-Feb-2026 03:57 PM,17-Feb-2026 04:30 PM,techsummary_2052604.pdf (245.53 KB),Technical,Admitted for technical Evaluation by Prahari portal,UMAKANT PANDEY,10-Feb-2026 01:04 PM,,CHAKRESH KAIN,Internal,"CHAKRESH KAIN, UMAKANT PANDAY, GANGESHWAR PAL",UMAKANT PANDEY,18-Feb-2026 12:08 PM,finsummary_2052604.pdf (20.08 KB),AOC,"2,354",Nil,Nil,No,"5,00,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"Superintending Engineer, 39th Circle, PWD. Lucknow","OFFICE OF Superintending Engineer 39th Circle, PWD, Lucknow",Renovation work of bathrooms of 96 houses of Gulmohar Colony Type-1 at Premises of Raj Bhavan,Renovation work of bathrooms of 96 houses of Gulmohar Colony Type-1 at Premises of Raj Bhavan,Please refer Tender documents. ,NA ,"60,05,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Lucknow,226001.0,"Superintending Engineer, 39th Circle, PWD. Lucknow ","OFFICE OF Superintending Engineer 39th Circle, PWD, Lucknow ",04-Feb-2026 12:00 PM ,"Superintending Engineer, 39th Circle, PWD. Lucknow",No ,No,1,Fee/PreQual/Technical,.pdf,Prahri E-1 sheet upload,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow,149/131(1)M-39/2026 Date. 20.01.2026,2026_PWDBL_1111177_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,31-Jan-2026 02:00 PM,10-Feb-2026 12:30 PM,03-Feb-2026 12:00 PM,10-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 12:00 PM,10-Feb-2026 12:00 PM,17-Feb-2026 04:30 PM,AOC
,,,,,,,,,,,,,,,,2,5858838,M/S VINAY KUMAR AGARWAL,10-Feb-2026 11:35 AM,Rejected-Finance,being high rate,18-Feb-2026 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,AOC
