Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Raising of CC road and drain work Main entry road in village Acheja, Greater Noida","Raising of CC road and drain work Main entry road in village Acheja, Greater Noida",REFER TENDER DOCUMENT ,NA ,"38,40,215",Civil Works,DEVELOPMENT ,Tender,90.0,90.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,980.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",05-Jan-2026 06:00 PM,16-Jan-2026 11:00 AM,05-Jan-2026 06:00 PM,14-Jan-2026 05:00 PM,NA ,NA ,05-Jan-2026 06:00 PM,14-Jan-2026 05:00 PM,05-Mar-2026 11:00 AM,SM_TENDER CELL,GNIDA OFFICE,"77,000",No,fixed,,Nil,Nil,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2025/691 DATED-31.12.2025,2026_GNIDA_1103550_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,GM_PROJECT,Internal,DGM_FINANCE SM_WC-8 SM_TECHNICAL,PRABHAT SHANKAR,28-Feb-2026 04:27 PM,05-Mar-2026 11:00 AM,techsummary_2035306.pdf (206.96 KB),Finance,UNDER EVALUATION,PRABHAT SHANKAR,05-Mar-2026 01:53 PM,,BOQ Comparative Chart,GM_P,Internal,DGM_FINANCE SM_WC-8 SM_TECHNICAL,PRABHAT SHANKAR,22-Jun-2026 04:23 PM,finsummary_2035306.pdf (139.23 KB),Technical,UNDER EVALUATION,PRABHAT SHANKAR,16-Jan-2026 01:06 PM,,1.0,5800711.0,DEEPAK BUILDERS,INR,"3,148,977.02",Greater Noida Industrial Development Authority,2026_GNIDA_1103550_3,SM/(E-TENDER CELL)/2025/691 DATED-31.12.2025,"Raising of CC road and drain work Main entry road in village Acheja, Greater Noida",1,5800711,DEEPAK BUILDERS,12-Jan-2026 05:43 PM,Accepted-AOC,L1,22-Jun-2026 04:25 PM,22-Jun-2026,"INR 3,148,977.02",90.0,PRABHAT SHANKAR,22-Jun-2026 04:26 PM,8899.pdf (342.00 KB),AWARD LETTER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5804331,M/S BIG STREET CONSTRUCTION,14-Jan-2026 04:42 PM,Rejected-Technical,DIS-QUALIFIED,28-Feb-2026 04:27 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5803435,M/s SUSHIL KUMAR,14-Jan-2026 01:48 PM,Rejected-Finance,L4,22-Jun-2026 04:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5803053,M/S VEDANT AND CO,14-Jan-2026 02:03 PM,Rejected-Finance,L2,22-Jun-2026 04:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5803343,R K CONSTRUCTION CO,14-Jan-2026 02:10 PM,Rejected-Finance,L3,22-Jun-2026 04:23 PM,,,,,,,,AOC
