Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
19-Jun-2026,"INR 26,748,951.27",360.0,ANIL KUMAR SINGH,19-Jun-2026 07:42 PM,Agree_Bhusan.pdf (4755.00 KB),L1,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1142649_1,10/GM-3/UPPCL/2026-27 DATE-23.04.2026,"Construction of Primary Health Center Pure Darbar, Bhiti Distt. Ambedkar Nagar",1.0,6088510.0,M/S BHOSHAN ENTERPRISES,INR,"26,748,951.27",1,6088521,BALWANT SINGH,05-May-2026 07:37 PM,Rejected-AOC,L2,19-Jun-2026 07:42 PM,Finance,Attached,ANIL KUMAR SINGH,19-Jun-2026 07:32 PM,finance_2133901.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,19-May-2026 05:12 PM,20-May-2026 12:00 PM,techsummary_2133901.pdf (4640.15 KB),Technical,Attached,ANIL KUMAR SINGH,19-May-2026 05:08 PM,technical_2133901.pdf,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,19-Jun-2026 07:37 PM,finsummary_2133901.pdf (4640.15 KB),AOC,"Construction of Primary Health Center Pure Darbar, Bhiti Distt. Ambedkar Nagar","Construction of Primary Health Center Pure Darbar, Bhiti Distt. Ambedkar Nagar",As per Bid Documents ,NA ,"2,84,56,000",Civil Works - Buildings,N/A ,Tender,90.0,360.0,Ambedkar Nagar,223221.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,10/GM-3/UPPCL/2026-27 DATE-23.04.2026,2026_UPPRC_1142649_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,"17,700",Nil,Nil,No,"5,69,000",No,fixed,,Nil,Nil,29-Apr-2026 09:00 AM,06-May-2026 04:00 PM,29-Apr-2026 09:00 AM,06-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 09:00 AM,06-May-2026 03:00 PM,20-May-2026 12:00 PM,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,AOC
,,,,,,,,,,,,,,,,2,6093104,DIVYANSHI DEVELOPERS PVT.LTD.,06-May-2026 01:11 PM,Rejected-AOC,L3,19-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6090381,D K ASSOCIATES,06-May-2026 11:16 AM,Rejected-Technical,Disqualify,19-May-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6092893,JYOTI SINGH,06-May-2026 11:32 AM,Rejected-AOC,L5,19-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6093554,M/S A.K. CONSTRUCTION,06-May-2026 01:38 PM,Rejected-AOC,L6,19-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6088510,M/S BHOSHAN ENTERPRISES,05-May-2026 07:32 PM,Accepted-AOC,L1,19-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6092842,PIYUSH KUMAR SINGH CONTRACTOR,06-May-2026 11:13 AM,Rejected-AOC,L4,19-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,6090585,RAJ CONSTRUCTION,06-May-2026 09:45 AM,Rejected-Technical,Disqualify,19-May-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
