Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
04-Jun-2026,"INR 173,195.95",90.0,Pratik Verma,04-Jun-2026 03:47 PM,Workorder.pdf (511.00 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1144990_8,34/n.p.g.m./peyjal/2026-27,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM ANJUM HOUSE TO BADLU MISTRI HOUSE VIA RAANU HOUSE,WARD NO- 8 ,NAGAR PANCHAYAT GANJMORADABAD,UNNAO.",1.0,6138109.0,m/s ashiyana enterprises,INR,"173,195.95",1.0,6137401.0,H.I ENTERPRISES,23-May-2026 01:44 PM,Rejected-Finance,High quoted amount,04-Jun-2026 11:08 AM,Technical,admitted,Gunjan Gupta,30-May-2026 01:21 PM,,Executive Officer/Chairman,Internal,,Pratik Verma,04-Jun-2026 11:08 AM,finsummary_2139931.pdf (435.02 KB),Finance,summary,Praveen Katiyar,03-Jun-2026 12:03 PM,finance_2139931.pdf,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,02-Jun-2026 12:36 PM,03-Jun-2026 10:00 AM,techsummary_2139931.pdf (388.00 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,34/n.p.g.m./peyjal/2026-27,2026_DOLBU_1144990_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM ANJUM HOUSE TO BADLU MISTRI HOUSE VIA RAANU HOUSE,WARD NO- 8 ,NAGAR PANCHAYAT GANJMORADABAD,UNNAO.","LAYING OF PVC PIPELINE 90 MM DIA FOR WATER SUPPLY FROM ANJUM HOUSE TO BADLU MISTRI HOUSE VIA RAANU HOUSE,WARD NO- 8 ,NAGAR PANCHAYAT GANJMORADABAD,UNNAO.",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,"17,372",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,204.0,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,1,DD - Demand Draft,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,03-Jun-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Terms And Condition,AOC
,,,,,,,,,,,,,,,,2.0,6138109.0,m/s ashiyana enterprises,23-May-2026 08:48 PM,Accepted-AOC,Low quoted amount,04-Jun-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,2.0,Finance,.xls,boq,AOC
,,,,,,,,,,,,,,,,3.0,6136877.0,M/S BHARAT ENTERPRISES,23-May-2026 07:54 AM,Rejected-Finance,High quoted amount,04-Jun-2026 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC
