Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Laying of Interlocking from Talgaon Road to Naresh Kashyap house, Block- Parsendi","Laying of Interlocking from Talgaon Road to Naresh Kashyap house, Block- Parsendi",Please refer Tender documents. ,NA ,"10,86,895",Civil Works,NA ,Tender,90.0,90.0,"Parsendi, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,857.0,Nil,Nil,No,EE RED Sitapur,"Vikas Bhawan, Sitapur","22,000",No,fixed,,Nil,Nil,09-Mar-2026 02:00 PM,16-Mar-2026 12:30 PM,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,09-Mar-2026 02:00 PM,16-Mar-2026 12:00 PM,25-Mar-2026 12:30 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1685/RED/Tender/2025-26,2026_REDUP_1122878_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,5970762,MS ABHAY PRATAP SINGH,13-Mar-2026 04:10 PM,Accepted-AOC,L1,12-Jun-2026 05:39 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2026_REDUP_1122878_16,1685/RED/Tender/2025-26,"Laying of Interlocking from Talgaon Road to Naresh Kashyap house, Block- Parsendi",1.0,5970762.0,MS ABHAY PRATAP SINGH,INR,"1,085,917",Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,25-Mar-2026 03:05 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,27-Apr-2026 06:47 PM,finsummary_2091578.pdf (518.71 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,17-Mar-2026 11:03 AM,,22-May-2026,"INR 1,085,917",90.0,Ravi Pratap Singh,12-Jun-2026 05:39 PM,28.pdf (415.00 KB),Gyanendra Kumar,Internal,,Gyanendra Kumar,24-Mar-2026 03:37 PM,25-Mar-2026 12:30 PM,techsummary_2091578.pdf (354.04 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,AOC,2,5970817,M/S SANJAY SINGH CONT,13-Mar-2026 04:19 PM,Rejected-Finance,Higher Rate Quoted,27-Apr-2026 06:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
