Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 05:12 PM,20-May-2026 12:30 PM,techsummary_2130399.pdf (253.45 KB),02-Jun-2026,"INR 1,963,191",90.0,Chaman Srivastava,02-Jun-2026 03:43 PM,laron_gaurimata.pdf (433.00 KB),FINAL,Technical,FINAL,Chaman Srivastava,15-May-2026 05:10 PM,,1.0,6068999.0,DENESH KUMAR SEHGAL,INR,"1,963,191",Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,02-Jun-2026 03:40 PM,finsummary_2130399.pdf (433.07 KB),Finance,FINAL,Chaman Srivastava,02-Jun-2026 03:38 PM,,BOQ Comparative Chart,1,6070467,BALAJI CONSTRUCTION,28-Apr-2026 05:15 PM,Rejected-Finance,N,02-Jun-2026 03:40 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1140375_12,3781/EE/RED/Tender/2025-26 Dt. 14.03.2026,Gram Laroun Block Bangra mai Gauri Mata mandir ke samip sarvjanik shed ka nirman,AOC,1.0,SBI Bank,"2,354",Nil,Nil,No,23-Apr-2026 02:00 PM,30-Apr-2026 03:30 PM,23-Apr-2026 02:00 PM,30-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 02:00 PM,30-Apr-2026 12:00 PM,20-May-2026 12:30 PM,Gram Laroun Block Bangra mai Gauri Mata mandir ke samip sarvjanik shed ka nirman,Gram Laroun Block Bangra mai Gauri Mata mandir ke samip sarvjanik shed ka nirman,Please refer Tender documents. ,NA ,"19,11,000",Civil Works,NA ,Tender,90.0,90.0,Gram Laroun Block Bangra mai Gauri Mata mandir ke,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3781/EE/RED/Tender/2025-26 Dt. 14.03.2026,2026_REDUP_1140375_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"39,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,EE RED Jhansi,EE RED Jhansi,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6068999,DENESH KUMAR SEHGAL,28-Apr-2026 06:05 PM,Accepted-AOC,Y,02-Jun-2026 03:43 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,AOC
