S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6110362.0,M/s Pradeep Construction,INR,"209,521.73","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||MDLGC, mainpuri",2026_UPIDC_1145867_2,01/E.E/2026-27,Earth Work in clearance of Left Kushyari Drain From Km. 0.000 To 9.000,1,6110360,DAKSHA CONTRACTOR,12-May-2026 02:12 PM,Rejected-Finance,L2 Bidder,02-Jun-2026 06:37 PM,02-Jun-2026,"INR 209,521.73",20.0,Rajeev Kumar,02-Jun-2026 06:43 PM,loal.pdf (459.00 KB),L1 Bidder,Excutive engineer,Internal,Excutive engineer,Rajeev Kumar,14-May-2026 06:06 PM,16-May-2026 01:00 PM,techsummary_2142556.pdf (484.89 KB),Finance,Financial Evaluation,Rajeev Kumar,02-Jun-2026 06:28 PM,finance_2142556.pdf,BOQ Comparative Chart,Excutive engineer,Internal,Excutive engineer,Rajeev Kumar,02-Jun-2026 06:37 PM,finsummary_2142556.pdf (459.05 KB),Technical,Technical Evaluation,Rajeev Kumar,14-May-2026 04:40 PM,technical_2142556.pdf,AOC,Excutive Engineer,E.E MDLGC MAINPURI,Earth Work in clearance of Left Kushyari Drain From Km. 0.000 To 9.000,Earth Work in clearance of Left Kushyari Drain From Km. 0.000 To 9.000,Please Refer Tender Document  ,NA ,"4,39,000",Civil Works - Canal,NA ,Tender,90.0,20.0,Mainpuri,205001.0,NA ,NA ,NA ,E.E MDLGC MAINPURI,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||MDLGC, mainpuri",01/E.E/2026-27,2026_UPIDC_1145867_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"44,000",No,fixed,,Nil,Nil,266.0,Nil,Nil,No,07-May-2026 10:00 AM,12-May-2026 03:30 PM,07-May-2026 10:00 AM,12-May-2026 03:00 PM,07-May-2026 10:00 AM ,12-May-2026 03:00 PM ,07-May-2026 10:00 AM,12-May-2026 03:00 PM,16-May-2026 01:00 PM,AOC
,,,,,,,,,2,6103956,K.P. ENTERPRISES,12-May-2026 11:04 AM,Rejected-Technical,Reject,14-May-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6110362,M/s Pradeep Construction,12-May-2026 02:10 PM,Accepted-AOC,L1 Bidder,02-Jun-2026 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6107834,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS,11-May-2026 10:31 PM,Rejected-Finance,L3 Bidder,02-Jun-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6110026,M/s VINAY KUMAR CONTRACTOR,12-May-2026 01:00 PM,Rejected-Technical,reject,14-May-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6107493,SHREE SHYAMLA TRADERS,12-May-2026 02:35 PM,Rejected-Technical,Reject,14-May-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
