Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
CE,Internal,,narendra kumar chaudhary,15-May-2026 01:22 PM,18-May-2026 12:00 PM,techsummary_2121825.pdf (699.33 KB),06-Jun-2026,"INR 4,971,234",60.0,Kuldeep Kumar Tamar,06-Jun-2026 06:22 PM,15116.pdf (395.00 KB),Technical,Technical,Kuldeep Kumar Tamar,30-Apr-2026 04:52 PM,,1.0,6053825.0,PRAMOD KUMAR SINGHAL,INR,"4,971,234",ce,Internal,,Kuldeep Kumar Tamar,06-Jun-2026 06:19 PM,finsummary_2121825.pdf (394.65 KB),Finance,Finance,narendra kumar chaudhary,18-May-2026 01:42 PM,,BOQ Comparative Chart,1,6076950,ARUN CONSTRUCTION CO,29-Apr-2026 11:48 AM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1136236_15,116/Nirman/2026-27 Date 04.04.2026,"Road improvement work from Ravindra Communication to Guldhar Phatak via Fakira Market in Ward-46, Jagriti Vihar.",AOC,1.0,SBI Bank,CE,Ghaziabad Nagar Nigam,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,116/Nirman/2026-27 Date 04.04.2026,2026_DOLBU_1136236_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-Apr-2026 03:00 PM,30-Apr-2026 03:30 PM,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,30-Apr-2026 03:00 PM,18-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,"4,141",Nil,Nil,No,"1,75,455",No,percentage,3.0%,Nil,Nil,"Road improvement work from Ravindra Communication to Guldhar Phatak via Fakira Market in Ward-46, Jagriti Vihar.","Road improvement work from Ravindra Communication to Guldhar Phatak via Fakira Market in Ward-46, Jagriti Vihar.",Please refer Tender documents. ,NA ,"58,48,511",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6077872,M/s kamlesh engineering,29-Apr-2026 03:55 PM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6079222,M/S MAA PADMAWATI CONSTRUCTION,29-Apr-2026 11:09 PM,Rejected-Technical,all requried not complete,15-May-2026 01:22 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6072265,M/S NORTH INDIA DEVELOPERS,29-Apr-2026 05:37 PM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6077769,M/S PRATEEK ENTERPRISES,29-Apr-2026 03:33 PM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6078311,M/s Yash Construction,29-Apr-2026 04:28 PM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6053825,PRAMOD KUMAR SINGHAL,18-Apr-2026 06:35 PM,Accepted-AOC,L1,06-Jun-2026 06:22 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6069547,Raghuvanshi buildtech,30-Apr-2026 09:59 AM,Rejected-Finance,L2,06-Jun-2026 06:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
