Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,104",Nil,Nil,No,"33,600",No,fixed,,Nil,Nil,EE RED Chandauli,EE RED Chandauli,Vikas Khand Sadar ke Gram Baratha me Biyar basti se Madhupur Kali Mata Mandir tak CC road ka nirman karya.,Vikas Khand Sadar ke Gram Baratha me Biyar basti se Madhupur Kali Mata Mandir tak CC road ka nirman karya.,Please refer Tender documents. ,NA ,"16,82,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Chandauli,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,21/RED/Chandauli/26-27 Date-04-04-2026,2026_REDUP_1138505_47,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Apr-2026 06:10 PM,04-May-2026 12:30 PM,21-Apr-2026 06:10 PM,04-May-2026 12:00 PM,NA ,NA ,21-Apr-2026 06:10 PM,04-May-2026 12:00 PM,18-May-2026 11:00 AM,AOC,1,6084201,M/S MAHAKAL CONSTRUCTION,03-May-2026 07:06 PM,Rejected-Technical,Clause 3.3(i) of ITB,12-May-2026 05:03 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1138505_47,21/RED/Chandauli/26-27 Date-04-04-2026,Vikas Khand Sadar ke Gram Baratha me Biyar basti se Madhupur Kali Mata Mandir tak CC road ka nirman karya.,1.0,6084020.0,M/s Shri Sant Saran Singh,INR,"1,667,222",Finance,bids received,Aniruddh Kumar Yadav,18-May-2026 03:49 PM,,BOQ Comparative Chart,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,21-May-2026 02:45 PM,finsummary_2128931.pdf (285.91 KB),Technical,bids received,Aniruddh Kumar Yadav,12-May-2026 04:58 PM,,20-Jun-2026,"INR 1,667,222",90.0,Aniruddh Kumar Yadav,24-Jun-2026 05:38 PM,Bartha.pdf (254.00 KB),EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,12-May-2026 05:03 PM,18-May-2026 11:00 AM,techsummary_2128931.pdf (201.07 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6084078,M/S RAMSAHARE SINGH,03-May-2026 04:44 PM,Rejected-Finance,2nd Bidder,21-May-2026 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6084020,M/s Shri Sant Saran Singh,03-May-2026 06:19 PM,Accepted-AOC,1st Lowest,24-Jun-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
