Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction work of canteen in Vikas Bhawan complex,Construction work of canteen in Vikas Bhawan complex,Please refer Tender documents. ,NA ,"6,98,000",Civil Works,NA ,Tender,90.0,90.0,EE RED BALRAMPUR,271201.0,NA ,NA ,NA ,EE RED BALRAMPUR,No ,No,EE RED BALRAMPUR,EE RED BALRAMPUR,680.0,Nil,Nil,Yes,1.0,SBI Bank,25-Mar-2026 09:00 AM,13-Apr-2026 03:00 PM,25-Mar-2026 09:00 AM,13-Apr-2026 12:00 PM,NA ,NA ,25-Mar-2026 09:00 AM,13-Apr-2026 12:00 PM,25-Apr-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,TECHNICAL,"14,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,895/NOTICE/2025-26 DATE 07-02-2026,2026_REDUP_1124322_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Kamal Kishor and Sandeep kumar jaishwal,Internal,Kamal Kishor and Sandeep kumar jaishwal,Kamal Kishor,20-Jun-2026 05:33 PM,finsummary_2095185.pdf (517.63 KB),Technical,FINANCIAL,Kamal Kishor,24-Apr-2026 04:24 PM,technical_2095185.pdf,Kamal Kishor and Sandeep kumar jaishwal,Internal,Kamal Kishor and Sandeep kumar jaishwal,Kamal Kishor,24-Apr-2026 04:42 PM,25-Apr-2026 12:00 PM,techsummary_2095185.pdf (424.84 KB),Finance,FINANCIAL,Kamal Kishor,08-May-2026 04:42 PM,finance_2095185.pdf,BOQ Comparative Chart,1,6040423,ASHOK TRADERS,11-Apr-2026 07:53 PM,Accepted-AOC,L1,20-Jun-2026 05:36 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BALRAMPUR,2026_REDUP_1124322_2,895/NOTICE/2025-26 DATE 07-02-2026,Construction work of canteen in Vikas Bhawan complex,1.0,6040423.0,ASHOK TRADERS,INR,"591,432.98",20-Jun-2026,"INR 591,432.98",90.0,Kamal Kishor,20-Jun-2026 05:36 PM,cANTEEN.pdf (529.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6040439,SHUSHEELA DEVI,12-Apr-2026 06:53 PM,Rejected-Finance,HIGH RATE,20-Jun-2026 05:33 PM,,,,,,,,,,,,,,,,,AOC
