Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,Tender Open,RAM KUMAR TIWARI,30-Apr-2026 04:31 PM,finance_2134269.pdf,BOQ Comparative Chart,1.0,6077677.0,M/S MAA BALA DEVI CONSTRUCTION COMPANY,29-Apr-2026 02:11 PM,Accepted-AOC,L1,04-Jun-2026 11:33 AM,1.0,6077677.0,M/S MAA BALA DEVI CONSTRUCTION COMPANY,INR,"78,746","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1127576_5,737/A.A.3/25-26,Cleaning of Nala from Anand Vihar in Ashok tailors to Quality sweet house hamirpur road in Ward 88 Zone 03,04-Jun-2026,"INR 78,746",30.0,RAJESH KUMAR,04-Jun-2026 11:33 AM,737.pdf (790.00 KB),Work order,C.E.,Internal,,RAJESH KUMAR,04-Jun-2026 11:25 AM,techsummary_2134269.pdf (789.52 KB),C.E.,Internal,,RAJESH KUMAR,04-Jun-2026 11:28 AM,finsummary_2134269.pdf (789.52 KB),AOC,"Kanpur Municipal Corporation, Kanpur, UP",737/A.A.3/25-26,2026_NNKAN_1127576_5,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,Cleaning of Nala from Anand Vihar in Ashok tailors to Quality sweet house hamirpur road in Ward 88 Zone 03,Cleaning of Nala from Anand Vihar in Ashok tailors to Quality sweet house hamirpur road in Ward 88 Zone 03,Please refer Tender documents. ,NA ,"79,150",Civil Works,NA ,Tender,30.0,NA ,Cleaning of Nala from Anand Vihar in Ashok tailors,208040.0,NA ,NA ,NA ,C.E.3,No ,No,1.0,SBI Bank,27-Apr-2026 06:00 PM,29-Apr-2026 04:00 PM,27-Apr-2026 06:00 PM,29-Apr-2026 03:00 PM,NA ,NA ,27-Apr-2026 06:00 PM,29-Apr-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,118.0,Nil,Nil,No,"7,915",Yes,percentage,10.0%,Nil,Nil,C.E.3,Zone 3,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,AOC
