Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
EE ID1 LAKHIMPUR KHERI,Internal,,RAM BAHADUR,15-May-2026 01:12 PM,18-May-2026 11:00 AM,techsummary_2135032.pdf (661.80 KB),Technical,Admitted,RAM BAHADUR,15-May-2026 12:24 PM,,25-May-2026,"INR 512,640.4",15.0,RAM BAHADUR,03-Jun-2026 06:49 PM,JamuariAOC2627.pdf (293.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||ID-1, lakhimpur khiri",2026_UPIDC_1142892_11,01/EE/2026-27 Dt. 27.04.2026,Clearance of Jamuari Drain from Km. 0.000 to Km. 12.000,1,6104446,IKRAR KHAN,10-May-2026 11:59 PM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,1.0,6104828.0,NATIONAL ENTERPRISES,INR,"512,640.4",Finance,Admitted,RAM BAHADUR,20-May-2026 11:56 AM,,BOQ Comparative Chart,EE ID1 LAKHIMPUR KHERI,Internal,,RAM BAHADUR,20-May-2026 03:32 PM,finsummary_2135032.pdf (942.68 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||ID-1, lakhimpur khiri",01/EE/2026-27 Dt. 27.04.2026,2026_UPIDC_1142892_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"17,000",No,fixed,,Nil,Nil,Clearance of Jamuari Drain from Km. 0.000 to Km. 12.000,Clearance of Jamuari Drain from Km. 0.000 to Km. 12.000,Please refer Tender documents. ,NA ,"8,10,000",Civil Works - Canal,NA ,Tender,90.0,15.0,LAKHIMPUR KHERI,262701.0,NA ,NA ,NA ,LAKHIMPUR,No ,No,1.0,SBI Bank,354.0,Nil,Nil,No,05-May-2026 10:00 AM,11-May-2026 12:30 PM,05-May-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,05-May-2026 10:00 AM,11-May-2026 12:00 PM,18-May-2026 11:00 AM,EX.ENG.ID-1 LAKHIMPUR KHERI,EX.ENG.ID-1 SHIV COLONY LAKHIMPUR KHERI,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6104617,M/S A.J. CONSTRUCTION,11-May-2026 02:24 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,6101278,M/s Awdesh kumar mishra,11-May-2026 11:51 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,6104183,M/s SANGEET SINGH,11-May-2026 01:05 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,6103967,M/S SHRI RAM SINGH,11-May-2026 08:05 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,6104828,NATIONAL ENTERPRISES,11-May-2026 11:03 AM,Accepted-AOC,First Lowest,03-Jun-2026 06:49 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,6103543,PANACEA TECHNOLOGY,10-May-2026 06:17 PM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,6103827,SUMAN TIWARI CONTRACTOR,10-May-2026 08:28 PM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,6098275,Sushil Kumar,11-May-2026 10:15 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,6098689,SUSHIL KUMAR CONTRACTOR,08-May-2026 05:58 PM,Rejected-Finance,Due to higher rate,20-May-2026 03:32 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
