EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"23,480",Yes,percentage,2.0%,Nil,Nil,RAJEEV KUMAR EXECUTIVE ENGINER,O/O EXECUTIVE ENGINEER MADHYA GANGA CANAL CONSTRUCION DIVISION-9 SAMBHAL,20-Apr-2026 10:00 AM,27-Apr-2026 12:00 PM,20-Apr-2026 11:00 AM,27-Apr-2026 11:00 AM,NA ,NA ,20-Apr-2026 11:00 AM,27-Apr-2026 11:00 AM,08-May-2026 03:00 PM,LOT 06,CONSTRUCTION OF CHANDAUSI BRANCH (BALANCE WORK) FROM KM 44.458 TO KM 44.950.,PLEASE REFER TENDER DOCUMENT ,NA ,"11,74,000",Civil Works - Canal,NA ,Tender,90.0,45.0,SAMBHAL,244302.0,SAMBHAL ,O/O EXECUTIVE ENGINEER MADHYA GANGA CANAL CONSTRUCION DIVISION-9 SAMBHAL ,21-Apr-2026 12:00 PM ,SAMBHAL,No ,No,516.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",01/EE/2026-27,2026_UPIDC_1138624_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER AND DIVISIONAL ACCUNTS OFFICER,Rajeev Kumar,08-May-2026 01:40 PM,08-May-2026 03:00 PM,techsummary_2125885.pdf (497.13 KB),Finance,ADMITTED FOR FINANCIAL EVALUATION,Rajeev Kumar,08-May-2026 03:29 PM,,BOQ Comparative Chart,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER AND DEEPAK KUMAR DIVISIONAL ACCOUNTS OFFICER,Rajeev Kumar,14-May-2026 12:37 PM,finsummary_2125885.pdf (281.21 KB),Technical,ADMITTED FOR TECHNICAL EVALUATION,Rajeev Kumar,27-Apr-2026 01:30 PM,,1.0,6070640.0,SUNSHINE ASSOCIATES,INR,"1,032,300","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",2026_UPIDC_1138624_1,01/EE/2026-27,LOT 06,1,6070742,MS ANIL KUMAR CONSTRUCTION,27-Apr-2026 01:12 AM,Rejected-Finance,Rates of Bidder are higher estimated rates and also higher among three.,14-May-2026 12:37 PM,18-May-2026,"INR 1,032,300",45.0,Rajeev Kumar,10-Jun-2026 12:21 PM,2627LOT06DOS.pdf (347.00 KB),ALL DOCUMENTRY CONDITION ARE FULLFILLED,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6070744,M/S MUNANDRA SINGH WORK CONTRACTOR,26-Apr-2026 09:53 PM,Rejected-Technical,ALL DOCUMENTRY CONDITION ARE NOT FULLFILLED,08-May-2026 01:40 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6071069,M/s Praveen Kumar,27-Apr-2026 09:31 AM,Rejected-Finance,Rates of Bidder are higher estimated rates and also higher among three.,14-May-2026 12:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6070640,SUNSHINE ASSOCIATES,26-Apr-2026 07:59 PM,Accepted-AOC,BID FOUND IN ORDER AND ADMITTED FOR FINANCIAL EVALUATION,10-Jun-2026 12:21 PM,,,,,,,,AOC
