EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,67,600",No,fixed,,AS PER LINK PROVIDED IN TENDER DOCUMENT,GHAZIABAD,19-Jan-2026 02:20 PM,25-Feb-2026 11:00 AM,19-Jan-2026 02:20 PM,23-Feb-2026 05:00 PM,NA ,NA ,19-Jan-2026 02:20 PM,23-Feb-2026 05:00 PM,18-Mar-2026 12:00 PM,VICE CHAIRMAN GHAZIABAD DEVELOPMENT AUTHORITY,GDA OFFICE VIKAS PATH GHAZIABAD,1.0,DueDateandOpeningDate Extended,Date,,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,"Construction work of Pump House, Rising Main and Over Head Tank for 528 under construction building Pradhan Mantri Awas Yojna at Niwadi Modinagar.","Construction work of Pump House, Rising Main and Over Head Tank for 528 under construction building Pradhan Mantri Awas Yojna at Niwadi Modinagar.",Please refer Tender documents. ,NA ,"1,33,79,948",Civil Works,NA ,Tender,90.0,180.0,GHAZIABAD,201001.0,NA ,NA ,NA ,E -TENDER CELL ROOM NO 306C GDA OFFICE,No ,No,1.0,RTGS - RTGS Payment,Ghaziabad Development Authority,655/4/PA-T/2025-26 Dt. 16.01.2026 (S.No.-07),2026_GDAUP_1107471_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"7,198",AS PER LINK PROVIDED IN TENDER DOCUMENT,GHAZIABAD,No,AOC,VC,Internal,SECY FC CE-PRABHARI EE-ZONE-01 PA-T,Sanjeev Kumar,03-Jun-2026 12:49 PM,finsummary_2043923.pdf (127.98 KB),Technical,ALL BIDS OF TENDERS HAS BEEN OPENED AND SEND TO THE CONCERNED WORKS CIRCLE FOR EVALUATION FOR SANCTION,RAJ KUMAR VERMA VERMA,25-Feb-2026 01:28 PM,technical_2043923.pdf,VC,Internal,SECY FC CE-PRABHARI EE-ZONE-01 PA-T,Sanjeev Kumar,17-Mar-2026 04:41 PM,18-Mar-2026 12:00 PM,techsummary_2043923.pdf (119.86 KB),Finance,ALL BIDS OF TENDERS HAS BEEN OPENED AND LOWEST BID SANCTIONED BY COMPETENT AUTHORITY (VC) AS PER RECOMMENDATION OF TENDER COMMITTEE ON DATED 13-03-2026,Sanjeev Kumar,18-Mar-2026 12:42 PM,finance_2043923.pdf,BOQ Comparative Chart,Ghaziabad Development Authority,2026_GDAUP_1107471_1,655/4/PA-T/2025-26 Dt. 16.01.2026 (S.No.-07),"Construction work of Pump House, Rising Main and Over Head Tank for 528 under construction building Pradhan Mantri Awas Yojna at Niwadi Modinagar.",1.0,5865276.0,M/S KAILASH KUMAR SHARMA,INR,"11,759,636.99",1,5867447,MAA VAISHNO ENTERPRISES,13-Feb-2026 12:44 PM,Rejected-Finance,REJECTED BY THE EVALUATION COMMITTEE,03-Jun-2026 12:49 PM,04-Jun-2026,"INR 11,759,636.99",180.0,Sanjeev Kumar,03-Jun-2026 12:54 PM,Aoc_1.pdf (128.00 KB),"Construction work of Pump House, Rising Main and Over Head Tank for 528 under construction building Pradhan Mantri Awas Yojna at Niwadi Modinagar.",AOC
,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5865276,M/S KAILASH KUMAR SHARMA,21-Feb-2026 04:39 PM,Accepted-AOC,APPROVED BY COMMITTEE,03-Jun-2026 12:54 PM,,,,,,,,AOC
