S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6124079.0,SURENDRA ELECTRICALS,INR,"5,821,289.15",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1143143_2,03 /PCL/GM/ZONE-2/BLY/2026-27,CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL HOSPITAL CAMPUS PILIBHIT DISTT- PILIBHIT,1.0,6124079.0,SURENDRA ELECTRICALS,18-May-2026 12:11 PM,Accepted-AOC,L1 Firm,29-Jun-2026 05:48 PM,29-Jun-2026,"INR 5,821,289.15",180.0,Rajesh Verma,29-Jun-2026 05:48 PM,Boundwaryweall_3_1_POW.pdf (1492.00 KB),General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,29-Jun-2026 05:42 PM,finsummary_2149879.pdf (1471.69 KB),Technical,Enclosed,Rajesh Verma,10-Jun-2026 04:18 PM,technical_2149879.pdf,General ManagerZone-2,Internal,"General ManagerZone-2, Project Manager Unit-21, Project Manager Unit-6, Accountant",Rajesh Verma,10-Jun-2026 04:24 PM,11-Jun-2026 11:00 AM,techsummary_2149879.pdf (1470.39 KB),Finance,Enclosed,Rajesh Verma,29-Jun-2026 05:33 PM,finance_2149879.pdf,BOQ Comparative Chart,AOC,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),03 /PCL/GM/ZONE-2/BLY/2026-27,2026_UPPRC_1143143_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,15-May-2026 09:00 AM,22-May-2026 03:00 PM,15-May-2026 09:00 AM,22-May-2026 01:00 PM,NA ,NA ,15-May-2026 09:00 AM,22-May-2026 01:00 PM,11-Jun-2026 11:00 AM,CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL HOSPITAL CAMPUS PILIBHIT DISTT- PILIBHIT,CONSTRUCTION OF BOUNDARY WALL OF 1.800 MTR HEIGHT IN MEDICAL HOSPITAL CAMPUS PILIBHIT DISTT- PILIBHIT,As per BId Document ,NA ,"58,56,000",Civil Works,NA ,Tender,90.0,180.0,MEDICAL HOSPITAL CAMPUS PILIBHIT DISTT- PILIBHIT,262001.0,NA ,NA ,NA ,Bareilly,No ,No,"11,800",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID Document,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly","1,17,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,AOC
