Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
19-Jun-2026,"INR 53,800",365.0,Veerandra Singh,19-Jun-2026 10:56 AM,AWARDFINAL.pdf (253.00 KB),Work of VCB Repair under the jurisdiction of EDD-Kairana.,1,6190170,ANSHIKA ENTERPRISES,12-Jun-2026 11:01 AM,Accepted-AOC,L1,19-Jun-2026 10:56 AM,1.0,6190170.0,ANSHIKA ENTERPRISES,INR,"53,800",Paschimanchal Vidyut Vitran Nigam Ltd.,2026_PVVNL_1157795_1,E-TENDER NO-39/2026-27,Work of VCB Repair under the jurisdiction of EDD-Kairana.,Technical,Work of VCB Repair under the jurisdiction of EDD-Kairana.,Veerandra Singh,18-Jun-2026 05:53 PM,,VEERANDRA SINGH,Internal,,Veerandra Singh,19-Jun-2026 10:51 AM,finsummary_2169738.pdf (66.16 KB),Finance,Work of VCB Repair under the jurisdiction of EDD-Kairana.,Veerandra Singh,19-Jun-2026 10:50 AM,finance_2169738.pdf,BOQ Comparative Chart,VEERANDRA SINGH,Internal,,Veerandra Singh,18-Jun-2026 05:55 PM,18-Jun-2026 06:00 PM,techsummary_2169738.pdf (66.91 KB),AOC,1.0,RTGS - RTGS Payment,Paschimanchal Vidyut Vitran Nigam Ltd.,E-TENDER NO-39/2026-27,2026_PVVNL_1157795_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,"1,180",SE EDC SHAMLI,SHAMLI,No,"3,000",No,fixed,,SE EDC SHAMLI,SHAMLI,Work of VCB Repair under the jurisdiction of EDD-Kairana.,Work of VCB Repair under the jurisdiction of EDD-Kairana.,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,365.0,SE EDC SHAMLI,247776.0,NA ,NA ,NA ,SE EDC SHAMLI,No ,No,06-Jun-2026 06:00 PM,12-Jun-2026 03:00 PM,06-Jun-2026 06:00 PM,12-Jun-2026 12:00 PM,NA ,NA ,06-Jun-2026 06:00 PM,12-Jun-2026 12:00 PM,18-Jun-2026 06:00 PM,SE EDC SHAMLI,"NEAR 33/11 KV S/S KHERI KARMU, SHAMLI",1.0,Fee/PreQual/Technical,.pdf,Work of VCB Repair under the jurisdiction of EDD-Kairana.,AOC
,,,,,,,2,6189409,HIGH TECH ENGINEERS,11-Jun-2026 08:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Jun-2026 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Work of VCB Repair under the jurisdiction of EDD-Kairana.,AOC
,,,,,,,3,6189918,M/S SAI TRADERS,12-Jun-2026 09:19 AM,Rejected-AOC,L2,19-Jun-2026 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
