Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Finance,UTKARSH ENTERPRISES,DIVAKAR BHASKAR,10-Apr-2026 02:28 PM,,BOQ Comparative Chart,02-Jun-2026,"INR 496,762",45.0,DIVAKAR BHASKAR,02-Jun-2026 01:38 PM,1129498utkarsh.pdf (456.00 KB),1.0,6015033.0,UTKARSH ENTERPRISES,INR,"496,762","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1129498_1,47/AA-2/25-26,Improvement of Road and Drain from H/o Shiv Vachan To H/o Rajesh Bajpai Via pal niwas in sadanand nagar ward26 Zone02,1,6015092,SHREENATH INFRASTRUCTURE,28-Mar-2026 12:40 AM,Rejected-Finance,L2,10-Apr-2026 02:33 PM,CE,Internal,,DIVAKAR BHASKAR,10-Apr-2026 02:30 PM,techsummary_2106855.pdf (4575.98 KB),CE,Internal,,DIVAKAR BHASKAR,10-Apr-2026 02:33 PM,finsummary_2106855.pdf (194.18 KB),AOC,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",47/AA-2/25-26,2026_NNKAN_1129498_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,Improvement of Road and Drain from H/o Shiv Vachan To H/o Rajesh Bajpai Via pal niwas in sadanand nagar ward26 Zone02,Improvement of Road and Drain from H/o Shiv Vachan To H/o Rajesh Bajpai Via pal niwas in sadanand nagar ward26 Zone02,Please refer Tender documents. ,NA ,"5,87,649",Civil Works,NA ,Tender,90.0,45.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,24-Mar-2026 09:00 AM,28-Mar-2026 04:00 PM,24-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,NA ,NA ,24-Mar-2026 09:00 AM,28-Mar-2026 03:00 PM,"58,765",No,percentage,10.0%,Nil,Nil,"CHIEF ENGINEER, KMC",Motijheel,1.0,Fee/PreQual/Technical/Finance,.xls,boq,AOC
,,,,,,,,,,,,,,,,,,,,,2,6016262,S.S. CONSTRUCTION,28-Mar-2026 01:47 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-incomplete/wrong affidavit,10-Apr-2026 02:28 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,AOC
,,,,,,,,,,,,,,,,,,,,,3,6015033,UTKARSH ENTERPRISES,28-Mar-2026 12:16 AM,Accepted-AOC,AOC,02-Jun-2026 01:38 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
