Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Jun-2026,"INR 550,800",20.0,Ravi Prakash Singh,17-Jun-2026 02:21 PM,1.pdf (255.00 KB),1,6175507,M/S FALAK INFRASTRUCTURE,08-Jun-2026 11:40 AM,Rejected-Technical,Technical not Qualifed,09-Jun-2026 09:57 PM,1.0,6175601.0,V K CONTRACTOR,INR,"550,800","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||ID, moradabad",2026_UPIDC_1156028_1,1487/IDMBD/Etender/26-27 Dt. 21.05.2026,Janpad Bijnor ke antargat ekda nale ke Km 0.000 se Km 15.000 ke madhya Safai ka karya,Finance,all bids are accepted,Ravi Prakash Singh,16-Jun-2026 04:55 PM,,BOQ Comparative Chart,Ravi Prakash Singh,Internal,,Ravi Prakash Singh,09-Jun-2026 09:57 PM,10-Jun-2026 02:00 PM,techsummary_2165828.pdf (544.41 KB),Technical,All Bid are Accepted,Ravi Prakash Singh,09-Jun-2026 06:01 PM,technical_2165828.pdf,RP SIngh,Internal,,Ravi Prakash Singh,17-Jun-2026 02:18 PM,finsummary_2165828.pdf (188.52 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||ID, moradabad",1487/IDMBD/Etender/26-27 Dt. 21.05.2026,2026_UPIDC_1156028_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Janpad Bijnor ke antargat ekda nale ke Km 0.000 se Km 15.000 ke madhya Safai ka karya,Janpad Bijnor ke antargat ekda nale ke Km 0.000 se Km 15.000 ke madhya Safai ka karya,As per NIT ,NA ,"8,01,000",Civil Works - Others,NA ,Tender,90.0,20.0,Bijnor,246701.0,NA ,NA ,NA ,As per NIT,No ,No,1.0,Corrigendum,Date,,1.0,SBI Bank,"16,000",No,fixed,,Nil,Nil,01-Jun-2026 12:30 PM,09-Jun-2026 04:00 PM,01-Jun-2026 12:30 PM,09-Jun-2026 02:00 PM,NA ,NA ,01-Jun-2026 12:30 PM,09-Jun-2026 02:00 PM,10-Jun-2026 02:00 PM,As per NIT,As Per NIT,766.0,Nil,Nil,No,AOC
,,,,,,2,6181377,M/S MALIK CONSTRUCTION,09-Jun-2026 10:59 AM,Rejected-Finance,2nd Lowest,17-Jun-2026 02:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,6175601,V K CONTRACTOR,08-Jun-2026 10:51 AM,Accepted-AOC,L-1,17-Jun-2026 02:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
