Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
04-Jun-2026,"INR 1,800,810.69",90.0,Shivendra Kumar,04-Jun-2026 06:27 PM,MushilalBabaAOC.pdf (204.00 KB),1.0,6156795.0,H.I ENTERPRISES,31-May-2026 05:50 PM,Rejected-Finance,L2 More Than L1,04-Jun-2026 05:44 PM,Directorate of Local Bodies UP||Nagar Panchayat Fatehpurchaurasi Unnao,2026_DOLBU_1147500_1,44/E-Tender/NPF-84/2026-27(2),Ward No. 2 Mohalla Moti Nagar Me Munshilal Baba Ki Dukan se Shameer ke Makan Tak R.C.C. Nala And Cover Ka Nirman Karya.,1.0,6156674.0,m/s ashiyana enterprises,INR,"1,800,810.69",Finance,Total Three bids Admitted and Submitted,Shivendra Kumar,04-Jun-2026 05:17 PM,finance_2146790.pdf,BOQ Comparative Chart,Shivendra Kumar Verma,Internal,Priyanka Shukla Suneet Kumar Tiwari,Priyanka Shukla,01-Jun-2026 05:38 PM,03-Jun-2026 09:00 AM,techsummary_2146790.pdf (51.50 KB),Technical,Total Three bids Admitted and Submitted,Priyanka Shukla,01-Jun-2026 05:17 PM,technical_2146790.pdf,Shivendra Kumar Verma,Internal,Priyanka Shukla Suneet Kumar Tiwari,Shivendra Kumar,04-Jun-2026 05:44 PM,finsummary_2146790.pdf (223.00 KB),AOC,Executive Officer/SDM,"Neharu Nagar, Nagar Panchayat Fatehpur Chaurasi Unnao.",1.0,Fee/PreQual/Technical,.pdf,Technical Document,12-May-2026 09:30 AM,01-Jun-2026 11:30 AM,12-May-2026 10:00 AM,01-Jun-2026 11:00 AM,NA ,NA ,12-May-2026 10:00 AM,01-Jun-2026 11:00 AM,03-Jun-2026 09:00 AM,"4,261",Executive Officer/SDM,Office Nagar Panchayat Fatehpur Chaurasi,Yes,Ward No. 2 Mohalla Moti Nagar Me Munshilal Baba Ki Dukan se Shameer ke Makan Tak R.C.C. Nala And Cover Ka Nirman Karya.,Ward No. 2 Mohalla Moti Nagar Me Munshilal Baba Ki Dukan se Shameer ke Makan Tak R.C.C. Nala and Cover Ka Nirman Karya.,Tender Prefer Details ,NA ,"18,05,325",Civil Works,NA ,Tender,30.0,90.0,Work,209871.0,NA ,NA ,NA ,Office Nagar Panchayat Fatehpur Chaurasi,No ,No,1,DD - Demand Draft,"1,80,533",Yes,fixed,,Executive Officer/SDM,Office Nagar Panchayat Fatehpur Chaurasi,Directorate of Local Bodies UP||Nagar Panchayat Fatehpurchaurasi Unnao,44/E-Tender/NPF-84/2026-27(2),2026_DOLBU_1147500_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,2.0,6156674.0,m/s ashiyana enterprises,31-May-2026 04:58 PM,Accepted-AOC,Accept,04-Jun-2026 06:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,6157527.0,M/S BHARAT ENTERPRISES,01-Jun-2026 01:22 AM,Rejected-Finance,L3 And L2 More Than L1,04-Jun-2026 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,AOC
