S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6156127.0,MOHAMMED ADIL,08-Jun-2026 12:25 PM,Rejected-AOC,L2,09-Jun-2026 02:42 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1147485_1,186/NP/NV/15VA/2026-27,2-npp sadila me w22 me muid ke makan se ganesh ke makan tak nali va cc road nirman karya,1.0,6154939.0,M/S SANJAY TIWARI CONTRACTOR,INR,"234,027.83",09-Jun-2026,"INR 234,027.83",90.0,Shiv Kumar,09-Jun-2026 02:42 PM,COMP2.pdf (400.00 KB),eo and je,Internal,,Shiv Kumar,09-Jun-2026 02:01 PM,09-Jun-2026 02:10 PM,techsummary_2146729.pdf (723.33 KB),Finance,SANJAY TIWARI CONTRACTOR WINNER,Shiv Kumar,09-Jun-2026 02:36 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,09-Jun-2026 02:40 PM,finsummary_2146729.pdf (400.15 KB),Technical,3 admitted,Shiv Kumar,09-Jun-2026 01:53 PM,,AOC,12-May-2026 11:00 AM,09-Jun-2026 11:00 AM,12-May-2026 11:00 AM,08-Jun-2026 05:00 PM,NA ,NA ,12-May-2026 11:00 AM,08-Jun-2026 05:00 PM,09-Jun-2026 02:10 PM,2-npp sadila me w22 me muid ke makan se ganesh ke makan tak nali va cc road nirman karya,2-npp sadila me w22 me muid ke makan se ganesh ke makan tak nali va cc road nirman karya,Please refer Tender documents. ,NA ,"2,84,983",Civil Works,NA ,Tender,90.0,90.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,date extend and condition apply,Date,,285.0,adhishashi adhikari nagar palika parishad,sandila,No,1,DD - Demand Draft,EO and JEsandila,sandila,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,186/NP/NV/15VA/2026-27,2026_DOLBU_1147485_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,tech,"24,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,AOC
2.0,6179002.0,M/S ABDUL MOIZ CONTRACTOR,08-Jun-2026 12:58 PM,Rejected-AOC,L3,09-Jun-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,AOC
3.0,6154939.0,M/S SANJAY TIWARI CONTRACTOR,30-May-2026 04:28 PM,Accepted-AOC,L1,09-Jun-2026 02:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
