S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6131223.0,M/s S.B. INFRASRUCTURE AND SERVICES,INR,"3,833,100",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1148623_1,644/EE/Ayo/E-tender/Comp School/2026-27 Date 14.05.2026,Construction of ACR room MDM shed and Gard Room of Compsit School karauli ltauri Block Jhageerganj Ambedkarnagar,1,6130214,M/S- RAJ AGENCIES,20-May-2026 10:21 AM,Rejected-Finance,disqualify,03-Jun-2026 03:32 PM,03-Jun-2026,"INR 3,833,100",180.0,Jagpal Verma,05-Jun-2026 04:16 PM,LOI.pdf (670.00 KB),Construction of ACR room MDM shed and Gard Room of Compsit School karauli ltauri Block Jhageerganj Ambedkarnagar,EE,Internal,EE Asst Acct,Jagpal Verma,30-May-2026 02:20 PM,03-Jun-2026 09:00 AM,techsummary_2150125.pdf (1097.62 KB),Finance,Financial Bid opening summary,Jagpal Verma,03-Jun-2026 03:25 PM,finance_2150125.pdf,BOQ Comparative Chart,EE,Internal,EE Asst Acct,Jagpal Verma,03-Jun-2026 03:32 PM,finsummary_2150125.pdf (353.06 KB),Technical,Bid opening summary,Jagpal Verma,30-May-2026 02:18 PM,technical_2150125.pdf,AOC,"77,000",No,fixed,,E E U P Scidco,Ayodhya,1,FDR - Fixed Deposit,Construction of ACR room MDM shed and Gard Room of Compsit School karauli ltauri Block Jhageerganj Ambedkarnagar,Construction of ACR room MDM shed and Gard Room of Compsit School karauli ltauri Block Jhageerganj Ambedkarnagar,Please refer Tender documents. ,NA ,,Construction Works,Construction of ACR room MDM shed and Gard Room ,Tender,90.0,180.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,16-May-2026 11:00 AM ,EE office up scidco,No ,No,1,Fee/PreQual/Technical,.pdf,Construction of ACR room MDM shed and Gard Room of Compsit School karauli ltauri Block Jhageerganj,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,644/EE/Ayo/E-tender/Comp School/2026-27 Date 14.05.2026,2026_SCIDC_1148623_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,15-May-2026 09:00 AM,22-May-2026 11:00 AM,15-May-2026 09:10 AM,22-May-2026 09:00 AM,NA ,NA ,15-May-2026 09:30 AM,22-May-2026 09:00 AM,03-Jun-2026 09:00 AM,"1,652",online,Ayodhya,No,AOC
,,,,,,,,,2,6131223,M/s S.B. INFRASRUCTURE AND SERVICES,20-May-2026 02:16 PM,Accepted-AOC,ok,05-Jun-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
