Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
23-Jun-2026,"INR 4,669,664",30.0,Surendra Kumar,24-Jun-2026 04:27 PM,workorder.pdf (428.00 KB),LOWEST QUOTED AMOUNT FOR WORK,1,6204318,BHARAT CONSTRUCTION,18-Jun-2026 12:22 PM,Rejected-AOC,L2,24-Jun-2026 04:27 PM,1.0,6203573.0,M/S B.L. CONSTRUCTION,INR,"4,669,664",Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,2026_DOLBU_1158186_1,110/NPSDPGZP/2026-27 DATED 08-06-2026,CONSTRUCTION OF RETAINING WALL AT KANHA GAUSHALA,Finance,AFTER FINANCIAL BID OPENING IT HAS BEEN FOUND THAT B.L. CONSTRUCTION HAS QUOTED THE LOWEST AMOUNT FOR THE WORK.,Surendra Kumar,22-Jun-2026 12:22 PM,finance_2170663.pdf,BOQ Comparative Chart,ARJUK KUMAR RAJBHAR,Internal,SURENDRA KUMAR AND ALOK KUMAR,Surendra Kumar,20-Jun-2026 03:28 PM,20-Jun-2026 03:30 PM,techsummary_2170663.pdf (572.12 KB),Technical,ALL THREE BIDS HAS BEEN FOUND WITH VALID RESPONSE AND ADMITTED TO FURTHER EVALUATION.,Surendra Kumar,20-Jun-2026 03:26 PM,technical_2170663.pdf,ARJUK KUMAR RAJBHAR,Internal,SURENDRA KUMAR AND ALOK KUMAR,Surendra Kumar,22-Jun-2026 12:24 PM,finsummary_2170663.pdf (208.62 KB),AOC,09-Jun-2026 10:00 AM,19-Jun-2026 11:00 AM,09-Jun-2026 10:00 AM,18-Jun-2026 05:00 PM,NA ,NA ,09-Jun-2026 10:00 AM,18-Jun-2026 05:00 PM,20-Jun-2026 03:30 PM,"3,000",EXE,SAIDPUR,No,"4,67,200",No,fixed,,EXECUTIVE OFFICER,SAIDPUR,EXE,NP SAIDPUR,Directorate of Local Bodies UP||Nagar Panchayat Saidpur Ghazipur,110/NPSDPGZP/2026-27 DATED 08-06-2026,2026_DOLBU_1158186_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,CONSTRUCTION OF RETAINING WALL AT KANHA GAUSHALA,CONSTRUCTION OF RETAINING WALL AT KANHA GAUSHALA,PREFER TO TENDER DOCUMENT ,NA ,,Civil Works,NA ,Tender,10.0,30.0,GAUSHAPLA,233304.0,NA ,NA ,NA ,NP SAIDPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTICE,AOC
,,,,,,,2,6203573,M/S B.L. CONSTRUCTION,17-Jun-2026 10:28 PM,Accepted-AOC,L1,24-Jun-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BOQ,AOC
,,,,,,,3,6203900,SRI BABA VISHWANATH ENTERPRISES,18-Jun-2026 09:09 AM,Rejected-AOC,L3,24-Jun-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
