Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Executive Engineer,Internal,,Suresh Kumar Jaiswal,18-Feb-2026 03:18 PM,18-Feb-2026 03:20 PM,techsummary_2053231.pdf (431.44 KB),Technical,Opend,Suresh Kumar Jaiswal,18-Feb-2026 10:56 AM,,19-Mar-2026,"INR 2,502,507",90.0,Abhishek Rai,01-Jun-2026 01:09 PM,bpdf.pdf (153.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_75,2592/EE/RED/GKP/25-26 Date 07/01/26,Ward No.-70 Chandrasekhar Azad Nagar ke Panchmukhi Hanuman Mandir ke Peeche Mukhya Sadak se Shree Jitendra Singh ke Ghar ke Aage Tak CC Road Avam Nali ka Nirman,1,5871152,KHUSHI ENTERPRISES,14-Jul-2026 04:52 PM,Rejected-AOC,L2,01-Jun-2026 01:09 PM,Executive Engineer,Internal,,Abhishek Rai,18-Feb-2026 03:38 PM,finsummary_2053231.pdf (431.40 KB),Finance,Opend,Abhishek Rai,18-Feb-2026 03:29 PM,,BOQ Comparative Chart,1.0,5871099.0,M/S ARYAN ENTERPRISES,INR,"2,502,507",AOC,1.0,SBI Bank,896.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,03-Feb-2026 09:00 AM,17-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,16-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,16-Feb-2026 12:00 PM,18-Feb-2026 03:20 PM,"50,100",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_75,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Ward No.-70 Chandrasekhar Azad Nagar ke Panchmukhi Hanuman Mandir ke Peeche Mukhya Sadak se Shree Jitendra Singh ke Ghar ke Aage Tak CC Road Avam Nali ka Nirman,Ward No.-70 Chandrasekhar Azad Nagar ke Panchmukhi Hanuman Mandir ke Peeche Mukhya Sadak se Shree Jitendra Singh ke Ghar ke Aage Tak CC Road Avam Nali ka Nirman,Please refer Tender documents. ,NA ,"25,05,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,EXECUTIVE ENGINEER,Vikash Bhawan,1.0,Reason,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5871099,M/S ARYAN ENTERPRISES,15-Feb-2026 01:17 PM,Accepted-AOC,L1,01-Jun-2026 01:09 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
