Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
06-Jun-2026,"INR 384,285",10.0,shashikant singh,25-Jun-2026 08:00 PM,AOC_Karand.pdf (576.00 KB),ACCEPTANCE OF TENDER,Technical,TECHNICAL EVALUATION SUMMERY,shashikant singh,01-Jun-2026 08:04 PM,technical_2154043.pdf,"SHASHIKANT SINGH, EXECUTIVE ENGINEER, FLOOD WORKS DIVISION, BARABANKI",Internal,"Mr. RAJNISH KUMAR GAUTAM EXECUTIVE ENGINEER IRRIGATION DIVISION AYODHYA, Mr. SANJAY KUMAR SINGH FLOOD WORKS DIVISION AYODHYA",shashikant singh,01-Jun-2026 08:32 PM,02-Jun-2026 10:00 AM,techsummary_2154043.pdf (106.12 KB),"SHASHIKANT SINGH, EXECUTIVE ENGINEER, FLOOD WORKS DIVISION, BARABANKI",Internal,"Mr. RAJNISH KUMAR GAUTAM EXECUTIVE ENGINEER IRRIGATION DIVISION AYODHYA, Mr. SANJAY KUMAR SINGH FLOOD WORKS DIVISION AYODHYA",shashikant singh,03-Jun-2026 03:21 PM,finsummary_2154043.pdf (187.74 KB),Finance,FINANCAL EVALUATION SUMMERY,shashikant singh,03-Jun-2026 02:07 PM,finance_2154043.pdf,BOQ Comparative Chart,1.0,6142270.0,M/S ARYAN ENTERPRISES,INR,"384,285",1,6138026,CHATR PAL YADAV,23-May-2026 07:41 PM,Rejected-Finance,QUOTED RATE GRATER THAN L3,03-Jun-2026 03:21 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||FWD, barabanki",2026_UPIDC_1149835_25,01/EE/2026-27,Lot_25_Silt Clearance of Karand Ext. Drain from Km. 0.000 to Km. 7.600,AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,480.0,Nil,Nil,No,EXECUTIVE ENGINEER,FLOOD WORKS DIVISION BARABANKI,Lot_25_Silt Clearance of Karand Ext. Drain from Km. 0.000 to Km. 7.600,Lot_25_Silt Clearance of Karand Ext. Drain from Km. 0.000 to Km. 7.600,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI,No ,No,"18,000",Yes,fixed,,Nil,Nil,19-May-2026 10:00 AM,26-May-2026 02:00 PM,19-May-2026 11:00 AM,26-May-2026 01:00 PM,NA ,NA ,19-May-2026 11:00 AM,26-May-2026 01:00 PM,02-Jun-2026 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||FWD, barabanki",01/EE/2026-27,2026_UPIDC_1149835_25,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6141938,JAGAT ENTERPRISES,26-May-2026 05:28 AM,Rejected-Finance,QUOTED RATE GRATER THAN L4,03-Jun-2026 03:21 PM,,,,,AOC,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6142270,M/S ARYAN ENTERPRISES,25-May-2026 11:27 PM,Accepted-AOC,ACCEPTANCE OF TENDER,25-Jun-2026 08:00 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6142310,M/S NANDIKA CONSTRUCTION,26-May-2026 10:01 AM,Rejected-Technical,TECHNICAL BID NOT QUALIFIED,01-Jun-2026 08:32 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6139056,SAKSHI ENTERPRISES,25-May-2026 08:25 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Jun-2026 03:21 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6140452,sri durga shakti traders,25-May-2026 01:25 PM,Rejected-Finance,QUOTED RATE GRATER THAN L2,03-Jun-2026 03:21 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
