Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Improvement of road by HMP from Durga mandir park to UKO chauraha and kids school to HN. 120/54 in lagpat nagar ward 85 under zone-06,Improvement of road by HMP from Durga mandir park to UKO chauraha and kids school to HN. 120/54 in lagpat nagar ward 85 under zone-06,Please refer Tender documents. ,NA ,"9,64,157",Civil Works,NA ,Tender,180.0,45.0,kanpur,208001.0,NA ,NA ,NA ,ce knn moti jheel,No ,No,16-Apr-2026 12:00 PM,18-Apr-2026 04:00 PM,16-Apr-2026 12:00 PM,18-Apr-2026 03:00 PM,NA ,NA ,16-Apr-2026 12:00 PM,18-Apr-2026 03:00 PM,ce knn,ce knn moti jheel,"96,416",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",920/AA-6/2025-26,2026_NNKAN_1137487_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,"1,180",Nil,Nil,No,AOC,EE-6,Internal,,Tota Ram,06-May-2026 02:27 PM,techsummary_2124121.pdf (42.02 KB),EE-6,Internal,,Tota Ram,06-May-2026 02:29 PM,finsummary_2124121.pdf (42.02 KB),Finance,all Bids are admitted,Tota Ram,06-May-2026 02:07 PM,,BOQ Comparative Chart,16-Jun-2026,"INR 959,316.474",45.0,Tota Ram,16-Jun-2026 07:09 PM,487.pdf (103.00 KB),L-1,1,6055641,M/S. R.R. Enterprises,18-Apr-2026 02:26 PM,Rejected-Finance,L-2,06-May-2026 02:29 PM,1.0,6054979.0,SHRI RAM INFRASTRUCTURE,INR,"959,316.474","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1137487_1,920/AA-6/2025-26,Improvement of road by HMP from Durga mandir park to UKO chauraha and kids school to HN. 120/54 in lagpat nagar ward 85 under zone-06,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,6054979,SHRI RAM INFRASTRUCTURE,18-Apr-2026 02:45 PM,Accepted-AOC,L-1,16-Jun-2026 07:09 PM,,,,,,,,,,AOC
