Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Madhyanchal Vidyut Vitran Nigam Ltd||C E - BAREILLY ZONE||S E - Pilibhit,2026_MVVNL_1125189_1,T-29/EDCP(W)/2025-26,T-29/EDCP(W)/2025-26,1.0,6037926.0,M/S BEG ENTERPRISES,INR,"1,484,782.2",1,6037514,Bharat Trading Corporation,09-Apr-2026 09:24 AM,Rejected-AOC,Lowest 3rd,19-Jun-2026 04:48 PM,07-May-2026,"INR 1,484,782.2",365.0,MANOJ KUMAR,19-Jun-2026 04:48 PM,A29MRbeg.pdf (8442.00 KB),Award of contract.,Cheif,Internal,Zonal Committee,BHAVISHYA KUMAR SAXENA,25-Apr-2026 02:05 PM,25-Apr-2026 02:10 PM,techsummary_2097281.pdf (251.93 KB),Finance,Financial Summary,BHAVISHYA KUMAR SAXENA,29-Apr-2026 03:28 PM,finance_2097281.pdf,BOQ Comparative Chart,Cheif,Internal,Zonal Committtee,BHAVISHYA KUMAR SAXENA,29-Apr-2026 03:33 PM,finsummary_2097281.pdf (251.93 KB),Technical,Technical Summary,BHAVISHYA KUMAR SAXENA,25-Apr-2026 02:03 PM,technical_2097281.pdf,AOC,T-29/EDCP(W)/2025-26,The work for strengthening of damaged 33 and 11 KV HT LT line and other related works due to heavy rain accident storm and other reasons under EDD-Bisalpur in M R Head against running contract 2026-27.,As per tender form ,NA ,"15,00,000",Miscellaneous Works,NA ,Tender,180.0,365.0,Bisalpur,262001.0,NA ,NA ,NA ,SE EDC PILIBHIT,No ,No,"15,000",No,fixed,,EDC,PILIBHIT,Madhyanchal Vidyut Vitran Nigam Ltd||C E - BAREILLY ZONE||S E - Pilibhit,T-29/EDCP(W)/2025-26,2026_MVVNL_1125189_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,1.0,Corrigendom2,Date,,1.0,RTGS - RTGS Payment,"3,540",EDC,PILIBHIT,No,1,Fee,.pdf,Envelope 1A,SE EDC PILIBHIT,"Electricity Distribution Circle, Near Roadways, Pilibhit.",13-Mar-2026 06:10 PM,09-Apr-2026 02:00 PM,13-Mar-2026 06:10 PM,09-Apr-2026 12:00 PM,NA ,NA ,13-Mar-2026 06:10 PM,09-Apr-2026 12:00 PM,25-Apr-2026 02:10 PM,AOC
,,,,,,,,,2,6037926,M/S BEG ENTERPRISES,09-Apr-2026 09:35 AM,Accepted-AOC,Lowest 1st,19-Jun-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PreQual/Technical,.pdf,Envelope 1B,,,,,,,,,,,,AOC
,,,,,,,,,3,6038118,TYCOON ENGINEERS,09-Apr-2026 11:29 AM,Rejected-AOC,Lowest 2nd,19-Jun-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Finance,.xls,Financial,,,,,,,,,,,,AOC
