Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"2,714",Nil,Nil,No,"74,100",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,07/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,2026_REDUP_1145688_44,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Gorakhpur, Construction of Road from Jogi Das Kuti to Gulab Nishad house in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 44","Under District Gorakhpur, Construction of Road from Jogi Das Kuti to Gulab Nishad house in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 44",Please refer Tender documents. ,NA ,"37,05,000",Civil Works,NA ,Tender,90.0,NA ,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",11-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur",06-May-2026 11:00 AM,19-May-2026 12:30 PM,06-May-2026 11:00 AM,18-May-2026 12:00 PM,NA ,NA ,06-May-2026 11:00 AM,18-May-2026 12:00 PM,28-May-2026 12:00 PM,1.0,SBI Bank,AOC,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,18-Jun-2026 09:27 AM,finsummary_2141988.pdf (1082.41 KB),Finance,Summary,Dileep Shukla,29-May-2026 04:45 PM,,BOQ Comparative Chart,1.0,6122297.0,SANSHKAR CONSTRUCTION,INR,"4,321,955.85",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1145688_44,07/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,"Under District Gorakhpur, Construction of Road from Jogi Das Kuti to Gulab Nishad house in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 44",1,6122651,M/S AWADHESH SINGH,17-May-2026 06:38 PM,Rejected-Finance,Rejected,18-Jun-2026 09:27 AM,Er D K Shukla SE RED Gorakhpur Circle,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katyayani Prasad DAO RED Gorakhpur",Dileep Shukla,24-May-2026 03:24 PM,28-May-2026 12:00 PM,techsummary_2141988.pdf (1801.23 KB),18-Jun-2026,"INR 4,321,955.85",180.0,Dileep Shukla,18-Jun-2026 10:00 AM,07_44.pdf (1082.00 KB),Technical,Summary,Dileep Shukla,19-May-2026 04:29 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6122297,SANSHKAR CONSTRUCTION,17-May-2026 07:50 PM,Accepted-AOC,AOC,18-Jun-2026 10:00 AM,,,,,,,,,,,,,,,,,,,AOC
