Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Alok Kumar,26-May-2026 09:01 AM,01-Jun-2026 12:00 PM,techsummary_2129626.pdf (394.09 KB),14-Jun-2026,"INR 2,711,632",90.0,JAI PRAKASH,14-Jun-2026 11:21 AM,2376_62.pdf (463.00 KB),Technical,Summary,Neeraj Kumar,20-May-2026 07:54 PM,,1.0,6091945.0,M/s SMS Projects,INR,"2,711,632",Finance,Summary,Neeraj Kumar,01-Jun-2026 07:11 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,14-Jun-2026 11:18 AM,finsummary_2129626.pdf (463.78 KB),1,6091945,M/s SMS Projects,07-May-2026 05:11 PM,Accepted-AOC,AOC,14-Jun-2026 11:21 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1140200_62,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of Interlocking road from the house of Ram Khelwan Prajapati to the house of Changu Gupta in Gram Panchayat Mubarakpur 3 under block Khutahan, Lot No 62",AOC,1.0,SBI Bank,"Under District Jaunpur, Construction of Interlocking road from the house of Ram Khelwan Prajapati to the house of Changu Gupta in Gram Panchayat Mubarakpur 3 under block Khutahan, Lot No 62","Under District Jaunpur, Construction of Interlocking road from the house of Ram Khelwan Prajapati to the house of Changu Gupta in Gram Panchayat Mubarakpur 3 under block Khutahan, Lot No 62",Please refer Tender documents. ,NA ,"23,03,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",24-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,22-Apr-2026 06:00 PM,20-May-2026 12:30 PM,22-Apr-2026 06:00 PM,20-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 06:00 PM,20-May-2026 12:00 PM,01-Jun-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"46,060",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1140200_62,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",944.0,Nil,Nil,No,1.0,DATE EXTENDED,Date,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6096036,SINGH CONSTRUCTION,07-May-2026 06:34 PM,Rejected-Finance,Rejected,14-Jun-2026 11:18 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
