Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE,2026_REDUP_1127385_1,983/RED/NIT/2025-26 Dated 07.02.2026,Construction Work of the BRC Centre in Block Bilari.,1.0,6038015.0,beena devi,INR,"4,367,616.56",1,6038015,beena devi,09-Apr-2026 11:18 AM,Accepted-AOC,L1,20-Jun-2026 09:06 PM,27-May-2026,"INR 4,367,616.56",365.0,Vinay Kumar,20-Jun-2026 09:06 PM,BRC_AOC.pdf (773.00 KB),AWARD OF CONTRACT,Vinay Kumar,Internal,"DAO RED MBD, EE RED MBD and EE RED Sambhal",Vinay Kumar,07-May-2026 04:33 PM,finsummary_2102736.pdf (1144.63 KB),Technical,Bid opening Summary,Vinay Kumar,17-Apr-2026 12:26 PM,technical_2102736.pdf,Vinay Kumar,Internal,"DAO RED MBD, EE RED MBD and EE RED Sambhal",Vinay Kumar,17-Apr-2026 12:35 PM,21-Apr-2026 12:30 PM,techsummary_2102736.pdf (1103.11 KB),Finance,Bid opening Summary,Vinay Kumar,07-May-2026 04:24 PM,finance_2102736.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,"1,25,000",No,fixed,,Nil,Nil,SE RED CIRCLE-MORADABAD,"TA -1 Ashiyana Phase-1, MDA Colony kanth road moradabad.","2,354",Nil,Nil,No,19-Mar-2026 12:00 PM,09-Apr-2026 12:30 PM,19-Mar-2026 12:00 PM,09-Apr-2026 12:00 PM,NA ,NA ,19-Mar-2026 12:00 PM,09-Apr-2026 12:00 PM,21-Apr-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,Technical Document,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE,983/RED/NIT/2025-26 Dated 07.02.2026,2026_REDUP_1127385_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction Work of the BRC Centre in Block Bilari.,Construction Work of the BRC Centre in Block Bilari.,Please refer Tender documents. ,NA ,"62,50,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,Moradabad,244001.0,Moradabad ,"TA -1 Ashiyana Phase-1, MDA Colony kanth road moradabad. ",20-Mar-2026 11:00 AM ,SE RED CIRCLE-MORADABAD,No ,No,AOC
,,,,,,,,,2,6038097,SKYLINE BUILDERS,09-Apr-2026 11:20 AM,Rejected-Finance,L2,07-May-2026 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
