Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Vijay Singh E.E.,Internal,Arvind Kr. Pandey E.E. Faujdar Ram E.E.,Vijay Singh,19-May-2026 02:35 PM,20-May-2026 12:00 PM,techsummary_2139662.pdf (225.07 KB),25-May-2026,"INR 1,146,151",30.0,Vijay Singh,01-Jun-2026 07:23 PM,AOCNadiayon.pdf (310.00 KB),M/s Jagdish Construction and Supperliers Village - Shukul Dulaicha Diyara Sultanpur,Technical,Total 06 bid received and 04 bidders have qualified for Financial Bid Opening,Vijay Singh,19-May-2026 01:47 PM,technical_2139662.pdf,Finance,M/S JAGDISH CONSTRUCTION AND SUPPLIERS is L1,Vijay Singh,20-May-2026 11:30 PM,finance_2139662.pdf,BOQ Comparative Chart,Vijay Singh E.E.,Internal,"Arvind Kr, Pandey E.E. Faujdar Ram E.E.",Vijay Singh,21-May-2026 09:00 AM,finsummary_2139662.pdf (323.82 KB),1.0,6106851.0,M/S JAGDISH CONSTRUCTION AND SUPPLIERS,INR,"1,146,151",1,6103592,m/s ankur and brothers,11-May-2026 01:34 PM,Rejected-AOC,-35.45 percent below,01-Jun-2026 07:23 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",2026_UPIDC_1144689_17,279/id-2SLP/tender/Dt.20.04.26,Maintenance of Nadivatal Drain from Km.0.000 to 27.700,AOC,1.0,Reach of work is being corrected,Other,,"3,28,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Maintenance of Nadivatal Drain from Km.0.000 to 27.700,Maintenance of Nadivatal Drain from Km.0.000 to 27.700 Distt.Jaunpur,Please refer Tender documents. ,NA ,"32,75,000",Civil Works,NA ,Tender,90.0,30.0,Jaunpur,222001.0,NA ,NA ,NA ,Online,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,04-May-2026 10:00 AM,12-May-2026 01:00 PM,04-May-2026 10:00 AM,11-May-2026 05:00 PM,NA ,NA ,04-May-2026 10:00 AM,11-May-2026 05:00 PM,20-May-2026 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",279/id-2SLP/tender/Dt.20.04.26,2026_UPIDC_1144689_17,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Office of Executive Engineer Irrigation Division-2 Sultanpur,"1,180",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6103228,M/S Asha Ram Verma Thekedar,11-May-2026 01:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-May-2026 01:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6099969,M S G K CONSTRUCTION,11-May-2026 12:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-May-2026 01:47 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6106851,M/S JAGDISH CONSTRUCTION AND SUPPLIERS,11-May-2026 03:45 PM,Accepted-AOC,-65.00 percent below,01-Jun-2026 07:23 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6105420,m/s payasic construction,11-May-2026 12:15 PM,Rejected-AOC,-51.16 percent below,01-Jun-2026 07:23 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6099344,M/S RISHIRAJ BUILDERS AND SUPPLIERS,09-May-2026 03:20 PM,Rejected-AOC,-44.98 percent below,01-Jun-2026 07:23 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
