Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
11-Jun-2026,"INR 10,740,322",300.0,Sanjeev Saxena,15-Jun-2026 01:30 PM,raebareliboundarywallLOA.pdf (725.00 KB),L1,1.0,6059175.0,M/s RIDDHI CONSTRUCTION,INR,"10,740,322",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1133936_1,"107/PAN/ET/26-27, DT. 06-04-2026",CONSTRUCTION OF BOUNDARY WALL AT 25th BN PAC DISTT RAEBARELI U.P.,1,6055590,Kgn Construction And Distribution,20-Apr-2026 11:39 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 05:56 PM,Finance,All bidder admitted,Sanjeev Saxena,05-May-2026 06:43 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI MANOJ KUMAR JOSHI,Sanjeev Saxena,29-Apr-2026 06:06 PM,04-May-2026 12:00 PM,techsummary_2116638.pdf (754.92 KB),Technical,3 BIDDER REJECTED IN TECHNICAL,Sanjeev Saxena,29-Apr-2026 05:56 PM,,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI DULAREY PRASAD,Sanjeev Saxena,06-May-2026 01:14 PM,finsummary_2116638.pdf (628.29 KB),AOC,"2,360",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,CONSTRUCTION OF BOUNDARY WALL AT 25th BN PAC DISTT RAEBARELI U.P.,CONSTRUCTION OF BOUNDARY WALL AT 25th BN PAC DISTT RAEBARELI U.P.,Please refer Tender documents. ,NA ,"1,30,82,000",Civil Works,NA ,Tender,90.0,300.0,25th BN PAC DISTT RAEBARELI U.P.,229001.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,06-Apr-2026 06:50 PM,21-Apr-2026 11:30 AM,06-Apr-2026 06:50 PM,20-Apr-2026 05:00 PM,NA ,NA ,06-Apr-2026 06:50 PM,20-Apr-2026 05:00 PM,04-May-2026 12:00 PM,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"107/PAN/ET/26-27, DT. 06-04-2026",2026_UPPAN_1133936_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,61,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6055562,M/s Arvind Singh,20-Apr-2026 03:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6057541,M/S DHARINI INFRA TECH,20-Apr-2026 04:30 PM,Rejected-Finance,L2,06-May-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6052249,M/S MAMTA TRADERS,20-Apr-2026 03:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Apr-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6059175,M/s RIDDHI CONSTRUCTION,20-Apr-2026 02:22 PM,Accepted-AOC,L1,15-Jun-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6051445,NYSHA CONSTRUCTION,16-Apr-2026 12:30 PM,Rejected-Finance,L3,06-May-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6058207,SHIPRA INFRATECH,20-Apr-2026 03:34 PM,Rejected-Finance,L3,06-May-2026 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
