Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
24-Jun-2026,"INR 1,728,794",90.0,RAJNEESH KUMAR,24-Jun-2026 04:23 PM,methalisharan.pdf (596.00 KB),FINAL,1.0,6096582.0,M/s Sharma and Company,INR,"1,728,794",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1145309_3,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,Chirgaon Nagar mai Rastra kavi maithlisharan Gupt Swagat Dwar,1,6102203,M/S MAA SHAKUNTALA CONSTRUCTION,11-May-2026 07:00 AM,Rejected-Finance,N,24-Jun-2026 04:21 PM,Technical,final,RAJNEESH KUMAR,25-May-2026 02:13 PM,,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,24-Jun-2026 04:21 PM,finsummary_2140747.pdf (596.36 KB),Finance,final,RAJNEESH KUMAR,24-Jun-2026 04:19 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,25-May-2026 02:27 PM,25-May-2026 04:00 PM,techsummary_2140747.pdf (229.18 KB),AOC,"2,354",Nil,Nil,No,1.0,SBI Bank,"37,000",Yes,fixed,,Nil,Nil,EE RED Jhansi,EE RED Jhansi,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3946/EE/RED/Tender/25-26 Dt. 25.03.2026,2026_REDUP_1145309_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,sbd,05-May-2026 09:00 AM,13-May-2026 03:30 PM,05-May-2026 09:00 AM,13-May-2026 12:00 PM,NA ,NA ,05-May-2026 09:00 AM,13-May-2026 12:00 PM,25-May-2026 04:00 PM,Chirgaon Nagar mai Rastra kavi maithlisharan Gupt Swagat Dwar,Chirgaon Nagar mai Rastra kavi maithlisharan Gupt Swagat Dwar,Please refer Tender documents. ,NA ,"18,09,000",Civil Works,NA ,Tender,90.0,90.0,Chirgaon Nagar mai Rastra kavi maithlisharan Gupt,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,AOC
,,,,,,,,,,,,,,,,2,6096582,M/s Sharma and Company,11-May-2026 08:00 AM,Accepted-AOC,Y,24-Jun-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
