EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"6,593",No,percentage,10.0%,EO,MUBARAKPUR,EXCUTIVE OFFICER,NPP MUBARAKPUR,78.0,EO,MUBARAKPUR,No,15-Apr-2026 12:00 PM,07-May-2026 04:30 PM,15-Apr-2026 12:00 PM,06-May-2026 04:00 PM,NA ,NA ,15-Apr-2026 12:00 PM,06-May-2026 04:00 PM,18-May-2026 01:00 PM,1,DD - Demand Draft,WORK NO 22,WORK NO 22,Please refer Tender documents. ,NA ,"65,927",Civil Works,NA ,Tender,60.0,NA ,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,Please refer tender documents,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,37/NNPMUBARAKPUR/2026-27 DT-13-04-2026,2026_DOLBU_1136955_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,6086887.0,KRISHNA CONSTRUCTION,INR,"65,234.77",MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Ghulam Jeelani (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,19-May-2026 08:36 PM,finsummary_2123147.pdf (235.20 KB),Finance,Send for Financial Evolution,Vinay Kumar Mishra,18-May-2026 04:51 PM,,BOQ Comparative Chart,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1136955_22,37/NNPMUBARAKPUR/2026-27 DT-13-04-2026,WORK NO 22,1.0,6089400.0,faruqi construction,05-May-2026 03:49 PM,Rejected-Finance,L3,19-May-2026 08:36 PM,19-May-2026,"INR 65,234.77",60.0,Vinay Kumar Mishra,03-Jun-2026 08:11 PM,22.pdf (357.00 KB),Technical,Three bidders participated in this tender all submitted for technical evaluation,Vinay Kumar Mishra,12-May-2026 07:54 PM,,MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Ghulam Jeelani (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,18-May-2026 12:18 PM,18-May-2026 01:00 PM,techsummary_2123147.pdf (283.21 KB),AOC
,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,6086887.0,KRISHNA CONSTRUCTION,05-May-2026 08:33 AM,Accepted-AOC,L1,03-Jun-2026 08:12 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3.0,6085788.0,RAM PRASAD YADAV,04-May-2026 12:56 PM,Rejected-Finance,L2,19-May-2026 08:36 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
