S.No,Instrument Type,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,DD - Demand Draft,EO and JEsandila,sandila,1.0,date extend,Date,,453.0,adhishashi adhikari nagar palika parishad,sandila,No,"38,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1.0,Fee/PreQual/Technical,.pdf,tech,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152521_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,23-May-2026 05:00 PM,23-Jun-2026 05:00 PM,23-Jul-2026 02:12 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 05:00 PM,18-npp sandila me wn23 mulla ji ke makan se kayyum ke makan hote hue mujeeb ke makan se main road tak cc road va nali nirman karya,18-npp sandila me wn23 mulla ji ke makan se kayyum ke makan hote hue mujeeb ke makan se main road tak cc road va nali nirman karya,Please refer Tender documents. ,NA ,"4,54,225",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,AOC,eo and je,Internal,,Shiv Kumar,28-Jun-2026 04:32 PM,finsummary_2159007.pdf (400.70 KB),Technical,4 admitted,Shiv Kumar,27-Jun-2026 04:22 PM,,eo and je,Internal,,Shiv Kumar,27-Jun-2026 04:39 PM,27-Jun-2026 05:00 PM,techsummary_2159007.pdf (763.29 KB),Finance,MOHD SHAREEF CONTRACTOR WINNER,Shiv Kumar,28-Jun-2026 04:28 PM,,BOQ Comparative Chart,1.0,6211971.0,MOHD BILAL THEKEDAR,22-Jun-2026 12:03 PM,Rejected-AOC,L3,28-Jun-2026 04:35 PM,1.0,6210210.0,MOHD SHAREEF CONTRACTOR,INR,"368,603.9",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152521_1,229/NP/NV/RVA/2026-27,18-npp sandila me wn23 mulla ji ke makan se kayyum ke makan hote hue mujeeb ke makan se main road tak cc road va nali nirman karya,29-Jun-2026,"INR 368,603.9",60.0,Shiv Kumar,28-Jun-2026 04:35 PM,18.pdf (401.00 KB),AOC
2,BC - Bankers Cheque,,,2.0,conditions apply,Other,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6210210.0,MOHD SHAREEF CONTRACTOR,21-Jun-2026 02:21 PM,Accepted-AOC,L1,28-Jun-2026 04:35 PM,,,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6210056.0,M/S ABDUL MOIZ CONTRACTOR,21-Jun-2026 01:33 PM,Rejected-AOC,L4,28-Jun-2026 04:35 PM,,,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6199834.0,M/S SANJAY TIWARI CONTRACTOR,16-Jun-2026 02:31 PM,Rejected-AOC,L2,28-Jun-2026 04:35 PM,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
