S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,6108860,M/S RAJ CONSTRUCTION,22-Jul-2026 05:53 PM,Rejected-Finance,2nd Lowest amount,29-Jun-2026 02:50 PM,1.0,6108929.0,M/S SHREE BALA JI ENTERPRISES,INR,"1,092,874.04",Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,2026_DOLBU_1143163_5,190/8-Nirman,Civil work 5,29-Jun-2026,"INR 1,092,874.04",60.0,Indresh Kumar Yadav,29-Jun-2026 02:52 PM,workorder.pdf (806.00 KB),1st Lowest amount,E.O.,Internal,"A.E. Jal, J.E. Jal, J.E. Civil, Accountant",Indresh Kumar Yadav,25-May-2026 10:03 AM,25-May-2026 05:53 PM,techsummary_2135163.pdf (451.90 KB),Finance,Summary,Indresh Kumar Yadav,29-Jun-2026 02:47 PM,,BOQ Comparative Chart,E.O.,Internal,"A.E. Jal, J.E. jal, J.E. Civil, Accountant",Indresh Kumar Yadav,29-Jun-2026 02:50 PM,finsummary_2135163.pdf (188.53 KB),Technical,Summary,Indresh Kumar Yadav,25-May-2026 09:27 AM,,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Jaunpur Jaunpur,190/8-Nirman,2026_DOLBU_1143163_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Civil work 5,Civil work 5,Please refer Tender documents. ,NA ,"10,93,421",Civil Works,NA ,Tender,60.0,NA ,NPP Jaunpur,222001.0,NA ,NA ,NA ,NPP Jaunpur,No ,No,"92,663",No,fixed,,E.O.,NPP Jaunpur,29-Apr-2026 03:00 PM,12-May-2026 04:00 PM,29-Apr-2026 03:00 PM,12-May-2026 03:00 PM,NA ,NA ,29-Apr-2026 04:00 PM,12-May-2026 03:00 PM,25-May-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical document,E.O.,NPP Jaunpur,1.0,FDR - Fixed Deposit,"1,594",E.O.,NPP Jaunpur,No,AOC
2,6108929,M/S SHREE BALA JI ENTERPRISES,12-May-2026 08:00 AM,Accepted-AOC,1st Lowest amount,29-Jun-2026 02:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial document,,,2.0,RTGS - RTGS Payment,,,,,AOC
3,6109859,SHREE BALA JI INFRASTRUCTURE,12-May-2026 11:59 AM,Rejected-Finance,3rd Lowest amount,29-Jun-2026 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
