S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6156177.0,RAJ KUMAR TYAGI,INR,"302,769.24",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E Irrigation Construction Division Saharanpur,2026_UPIDC_1154239_1,02/EE/2026-27,02/EE/2026-27 (Lot-01),1,6152098,DEEPAK SINGH CHAUHAN,31-May-2026 09:55 PM,Rejected-AOC,L4,10-Jun-2026 05:28 PM,10-Jun-2026,"INR 302,769.24",10.0,Rambabu Rambabu,10-Jun-2026 05:28 PM,lot01.pdf (428.00 KB),lot01,rambabu,Internal,vivekkumarvarshneyeesandeepkumardao,Rambabu Rambabu,04-Jun-2026 03:49 PM,06-Jun-2026 04:00 PM,techsummary_2162134.pdf (490.51 KB),Finance,06 nos bid admitted,Rambabu Rambabu,06-Jun-2026 05:02 PM,,BOQ Comparative Chart,rambabu,Internal,vivekkumarvarshneyeerahulsinghaesandeepkumardao,Rambabu Rambabu,08-Jun-2026 03:31 PM,finsummary_2162134.pdf (52.02 KB),Technical,total 06 nos bid admitted,Rambabu Rambabu,04-Jun-2026 03:43 PM,,AOC,1.0,SBI Bank,02/EE/2026-27 (Lot-01),Repair and Restoration work of old Constructed cutter No 01 and 02 situated at Right bank of Yamuna River for protection of Village Dhikka Tapri in District Saharanpur.,Please refer Tender documents. ,NA ,"5,24,000",Civil Works,NA ,Tender,90.0,10.0,Saharanpur,247001.0,Saharanpur ,Office of the Executive Engineer Irrigation Construction Division Saharanpur  ,30-May-2026 03:00 PM ,Executive Engineer ICD Saharanpur,No ,No,856.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents Technical Bid),Executive Engineer,Office of the Executive Engineer Irrigation Construction Division Saharanpur,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E Irrigation Construction Division Saharanpur,02/EE/2026-27,2026_UPIDC_1154239_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"10,500",No,fixed,,Nil,Nil,27-May-2026 10:00 AM,01-Jun-2026 04:00 PM,27-May-2026 10:00 AM,01-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 10:00 AM,01-Jun-2026 12:00 PM,06-Jun-2026 04:00 PM,AOC
,,,,,,,,,2,6154829,J P INFRATECH,31-May-2026 10:19 PM,Rejected-AOC,L6,10-Jun-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid (BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6156478,M/S R.K. GUPTA AND SONS HUF,01-Jun-2026 10:07 AM,Rejected-AOC,L2,10-Jun-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6156177,RAJ KUMAR TYAGI,31-May-2026 07:39 PM,Accepted-AOC,L1,10-Jun-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6156767,SUNNY PANWAR CONTRACTOR,31-May-2026 10:15 PM,Rejected-AOC,L3,10-Jun-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,6150192,VIKAS CONSTRUCTION COMPANY,31-May-2026 07:06 PM,Rejected-AOC,L5,10-Jun-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
