Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,354.0,Nil,Nil,No,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 09:00 AM,02-Jun-2026 12:00 PM,04-Jun-2026 04:00 PM,Executive Engineer,RCD Rampur,1.0,SBI Bank,lot 19,lot 19,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,20.0,rampur,244901.0,NA ,NA ,NA ,RCD rampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",01/EE/2026-27,2026_UPIDC_1151316_19,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"31,000",No,fixed,,Nil,Nil,AOC,Finance,financial,Naveen Kumar Singh,06-Jun-2026 11:57 AM,,BOQ Comparative Chart,EE,Internal,,Naveen Kumar Singh,18-Jun-2026 11:50 AM,finsummary_2162175.pdf (191.68 KB),1.0,6160955.0,M/S NETRAPAL SINGH,INR,"1,518,161.2",1,6160955,M/S NETRAPAL SINGH,02-Jun-2026 07:22 AM,Accepted-AOC,1,19-Jun-2026 05:03 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",2026_UPIDC_1151316_19,01/EE/2026-27,lot 19,19-Jun-2026,"INR 1,518,161.2",20.0,Naveen Kumar Singh,19-Jun-2026 05:03 PM,19.pdf (192.00 KB),Technical,technical,Naveen Kumar Singh,03-Jun-2026 02:48 PM,,EE,Internal,,Naveen Kumar Singh,04-Jun-2026 01:14 PM,04-Jun-2026 04:00 PM,techsummary_2162175.pdf (191.68 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6161604,M/S SAVERA BUILDCON,02-Jun-2026 11:26 AM,Rejected-AOC,2,19-Jun-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
