EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"10,85,000",No,fixed,,Nil,Nil,1.0,SBI Bank,02-Apr-2026 09:00 AM,18-Apr-2026 03:00 PM,02-Apr-2026 09:00 AM,18-Apr-2026 01:00 PM,NA ,NA ,02-Apr-2026 09:00 AM,18-Apr-2026 01:00 PM,30-Apr-2026 04:00 PM,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),34/PCL/GM/ZONE-2/BLY/2025-26,2026_UPPRC_1132368_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CONSTRUCTION OF EXCELLENCE CENTER BUILDING FOR RAJKIYA POLYTECHNIC AT ALAPUR DISTRICT- BADAUN(U.P.),CONSTRUCTION OF EXCELLENCE CENTER BUILDING FOR RAJKIYA POLYTECHNIC AT ALAPUR DISTRICT- BADAUN(U.P.),As per BID Document ,NA ,"5,42,27,000",Civil Works,NA ,Tender,90.0,365.0,ALAPUR DISTRICT- BADAUN(U.P.),243601.0,NA ,NA ,NA ,Bareilly,No ,No,"17,700",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BID Document,AOC,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,03-Jun-2026 06:02 PM,finsummary_2113370.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,28-Apr-2026 12:11 PM,technical_2113370.pdf,General ManagerZone-2,Internal,"General ManagerZone-2, General ManagerZone-5, Project Manager Unit-6, Accountant",Rajesh Verma,28-Apr-2026 12:32 PM,30-Apr-2026 04:00 PM,techsummary_2113370.pdf (684.38 KB),Finance,Enclosed,Rajesh Verma,03-Jun-2026 05:52 PM,finance_2113370.pdf,BOQ Comparative Chart,1.0,6053717.0,RAM ASRAY GUPTA CONTRACTOR,INR,"53,657,171.86",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2026_UPPRC_1132368_1,34/PCL/GM/ZONE-2/BLY/2025-26,CONSTRUCTION OF EXCELLENCE CENTER BUILDING FOR RAJKIYA POLYTECHNIC AT ALAPUR DISTRICT- BADAUN(U.P.),1,6055226,M/s Akankcha Enterprises,18-Apr-2026 12:53 PM,Rejected-AOC,L2 Firm,03-Jun-2026 06:12 PM,03-Jun-2026,"INR 53,657,171.86",361.0,Rajesh Verma,03-Jun-2026 06:12 PM,ramasray34AOC.pdf (1217.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6053717,RAM ASRAY GUPTA CONTRACTOR,17-Apr-2026 10:03 PM,Accepted-AOC,L1 Firm,03-Jun-2026 06:12 PM,,,,,,,AOC
