Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
20-Jun-2026,"INR 116,221",30.0,Anil Kumar,20-Jun-2026 02:06 PM,w.pdf (372.00 KB),m/s chetak interprises is l1 bidder,1.0,6082747.0,CHETAK ENTERPRISES,04-May-2026 11:16 AM,Accepted-AOC,m/s chetak enterprises,20-Jun-2026 02:07 PM,Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,2026_DOLBU_1139616_1,10/N.P.N.S/E-TENDER/2026-27,Compost pit work,1.0,6082747.0,CHETAK ENTERPRISES,INR,"116,221",Technical,all technical qualified bid admitted,Salil Bhardwaj,13-May-2026 10:34 AM,technical_2127830.pdf,eo salil bhardwaj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Anil Kumar,20-Jun-2026 02:04 PM,finsummary_2127830.pdf (233.40 KB),Finance,all financial qualified bid admitted,Anil Kumar,20-Jun-2026 02:02 PM,finance_2127830.pdf,BOQ Comparative Chart,eo salil bhardwaj,Internal,eo salil bhardwaj clerk anil kumar je tapesh kumar,Salil Bhardwaj,13-May-2026 10:36 AM,13-May-2026 10:40 AM,techsummary_2127830.pdf (298.39 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,fee,Compost pit work,compost pit work at mrf center work,Please refer Tender documents. ,NA ,"1,16,348",Civil Works,NA ,Tender,90.0,30.0,np naugawan sadat,244251.0,NA ,NA ,NA ,np naugawan sadat,No ,No,eo,np naugawan sadat,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Naugawansadat Amroha,10/N.P.N.S/E-TENDER/2026-27,2026_DOLBU_1139616_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,opening date change,Date,,236.0,eo,np naugawan sadat,No,"11,634",No,fixed,,eo,np naugawan sadat,21-Apr-2026 12:00 PM,04-May-2026 02:00 PM,21-Apr-2026 12:00 PM,04-May-2026 02:00 PM,NA ,NA ,21-Apr-2026 12:00 PM,04-May-2026 02:00 PM,13-May-2026 10:40 AM,AOC
,,,,,,,2.0,6082333.0,VoH Group,01-May-2026 08:14 PM,Rejected-Finance,CHETAK ENTERPRISES is l1 bidder,20-Jun-2026 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,document,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
