S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1140200_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur","48,860",No,percentage,2.0%,Nil,Nil,"Under District Jaunpur, Construction of Road up to Pasiahi Kala Dhamhapur Pulia, Lot No 36","Under District Jaunpur, Construction of Road up to Pasiahi Kala Dhamhapur Pulia, Lot No 36",Please refer Tender documents. ,NA ,"24,43,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",24-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,22-Apr-2026 06:00 PM,08-May-2026 12:30 PM,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 06:00 PM,08-May-2026 12:00 PM,18-May-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,AOC,Er Neeraj Kumar EE RED Jaunpur,Internal,,JAI PRAKASH,24-Jun-2026 11:52 AM,finsummary_2129306.pdf (1029.84 KB),Finance,Summary,Alok Kumar,18-May-2026 01:58 PM,,BOQ Comparative Chart,1.0,6083462.0,SURENDRAVEER VIKRAM BAHADUR SINGH,INR,"2,875,390",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1140200_36,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of Road up to Pasiahi Kala Dhamhapur Pulia, Lot No 36",1,6083505,SUNIL KUMAR SINGH,07-May-2026 02:01 PM,Rejected-Finance,Rejected,24-Jun-2026 11:52 AM,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,13-May-2026 08:11 PM,18-May-2026 12:00 PM,techsummary_2129306.pdf (451.75 KB),24-Jun-2026,"INR 2,875,390",90.0,Neeraj Kumar,24-Jun-2026 12:05 PM,2376_36.pdf (1030.00 KB),Technical,Summary,Neeraj Kumar,08-May-2026 04:27 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),AOC,,,,,,,,,,,,,,,,,,,,,,2,6083462,SURENDRAVEER VIKRAM BAHADUR SINGH,07-May-2026 01:02 PM,Accepted-AOC,AOC,24-Jun-2026 12:05 PM,,,,,,,,,,,,,,,,,,,AOC
