Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Paschimanchal Vidyut Vitran Nigam Ltd.,2026_PVVNL_1157757_1,E-TENDER NO-35/2026-27,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,1.0,6188952.0,M/s Rajesh Kumar Mittal Contractor,INR,"159,000",1,6190260,M/S JAIN ELECTRIC CONTRACTOR,12-Jun-2026 11:23 AM,Rejected-AOC,L2,18-Jun-2026 07:42 PM,18-Jun-2026,"INR 159,000",30.0,Veerandra Singh,18-Jun-2026 07:42 PM,AWARDFIANL.pdf (253.00 KB),Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,VEERANDRA SINGH,Internal,,Veerandra Singh,18-Jun-2026 07:40 PM,finsummary_2169666.pdf (67.65 KB),Technical,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,Veerandra Singh,18-Jun-2026 05:33 PM,technical_2169666.pdf,VEERANDRA SINGH,Internal,,Veerandra Singh,18-Jun-2026 05:36 PM,18-Jun-2026 05:40 PM,techsummary_2169666.pdf (68.08 KB),Finance,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,Veerandra Singh,18-Jun-2026 07:38 PM,finance_2169666.pdf,BOQ Comparative Chart,AOC,Paschimanchal Vidyut Vitran Nigam Ltd.,E-TENDER NO-35/2026-27,2026_PVVNL_1157757_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,180.0,365.0,SE EDC SHAMLI,247776.0,NA ,NA ,NA ,SE EDC SHAMLI,No ,No,"2,000",No,fixed,,SE EDC SHAMLI,SHAMLI,1.0,RTGS - RTGS Payment,06-Jun-2026 06:00 PM,12-Jun-2026 03:00 PM,06-Jun-2026 06:00 PM,12-Jun-2026 12:00 PM,NA ,NA ,06-Jun-2026 06:00 PM,12-Jun-2026 12:00 PM,18-Jun-2026 05:40 PM,1.0,Fee/PreQual/Technical,.pdf,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,SE EDC SHAMLI,"NEAR 33/11 KV S/S KHERI KARMU, SHAMLI","1,180",SE EDC SHAMLI,SHAMLI,No,AOC
,,,,,,,,,2,6188952,M/s Rajesh Kumar Mittal Contractor,11-Jun-2026 04:46 PM,Accepted-AOC,L1,18-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Work of carriage of damaged transformers in IPDS town and RAPDRP under the jurisdiction of EDD-KRN,,,,,,,AOC
,,,,,,,,,3,6189006,M/s Vikas Contractor Shamli,11-Jun-2026 05:07 PM,Rejected-AOC,L3,18-Jun-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
