Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,VIKAS KUREEL,12-May-2026 05:29 PM,,26-May-2026,"INR 1,125,722",90.0,VIKAS KUREEL,25-Jun-2026 03:06 PM,Cheetampur.pdf (413.00 KB),"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 01:44 PM,18-May-2026 11:00 AM,techsummary_2123584.pdf (276.75 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_20,13/RED/E-Tender/2026-27 Date 02-04-2026,Block Haswa Ke Gram Cheetampur akupur Me Rambabu Ke Makan Se Ram Baran Paswan Ke Makan Tak CC road Nirman.,1.0,6095855.0,ANOOP KUMAR CHAURASIA,08-May-2026 01:09 PM,Rejected-Finance,REJECT,23-May-2026 03:39 PM,"DAO, AE, EE",Internal,,VIKAS KUREEL,23-May-2026 03:39 PM,finsummary_2123584.pdf (287.46 KB),Finance,Summary,VIKAS KUREEL,20-May-2026 04:34 PM,,BOQ Comparative Chart,1.0,6096412.0,M/S OM CONSTRUCTION,INR,"1,125,722",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,02-May-2026 06:00 PM,09-May-2026 11:00 AM,02-May-2026 06:00 PM,08-May-2026 06:00 PM,NA ,NA ,02-May-2026 06:00 PM,08-May-2026 06:00 PM,18-May-2026 11:00 AM,"23,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,Block Haswa Ke Gram Cheetampur akupur Me Rambabu Ke Makan Se Ram Baran Paswan Ke Makan Tak CC road Nirman.,Block Haswa Ke Gram Cheetampur akupur Me Rambabu Ke Makan Se Ram Baran Paswan Ke Makan Tak CC road Nirman.,PREFIRED NIT ,NA ,"11,32,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,765.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,6096412.0,M/S OM CONSTRUCTION,08-May-2026 01:00 PM,Accepted-AOC,AWARDED,25-Jun-2026 03:06 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
