S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,6040078.0,SHRI BABA ANANDESHWAR CONTRACTOR,INR,"2,520,993","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1132849_1,Tn/11/AA-2/Awasthapana/25-26,Demolition and Construction of Community Center Sekhpur Ward-12 Zone02,1,6040053,M/S DIVYA ENTERPRISES,10-Apr-2026 01:55 PM,Rejected-Finance,L1,12-May-2026 11:22 AM,11-Jun-2026,"INR 2,520,993",60.0,DIVAKAR BHASKAR,22-Jun-2026 07:50 PM,1132849tirupatii.pdf (393.00 KB),AOC,Finance,L1 in lotterry,DIVAKAR BHASKAR,30-Apr-2026 08:33 AM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,12-May-2026 11:22 AM,finsummary_2114535.pdf (313.96 KB),CE,Internal,,DIVAKAR BHASKAR,12-May-2026 11:10 AM,techsummary_2114535.pdf (194.18 KB),AOC,03-Apr-2026 09:00 AM,10-Apr-2026 04:00 PM,03-Apr-2026 09:00 AM,10-Apr-2026 03:00 PM,NA ,NA ,03-Apr-2026 09:00 AM,10-Apr-2026 03:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"CHIEF ENGINEER, KMC",Motijheel,"3,50,000",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",Tn/11/AA-2/Awasthapana/25-26,2026_NNKAN_1132849_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"2,773",Nil,Nil,No,Demolition and Construction of Community Center Sekhpur Ward-12 Zone02,Demolition and Construction of Community Center Sekhpur Ward-12 Zone02,Please refer Tender documents. ,NA ,"35,00,000",Civil Works,NA ,Tender,90.0,60.0,zone 2,208011.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,1.0,wrong boq,BOQ,,AOC
,,,,,,,,,2,6038454,M/s Super Construction Company,10-Apr-2026 12:17 PM,Rejected-Finance,L2,12-May-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6039207,RS Tirupati Construction,09-Apr-2026 07:32 PM,Rejected-Finance,L1,12-May-2026 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6040078,SHRI BABA ANANDESHWAR CONTRACTOR,10-Apr-2026 01:08 PM,Accepted-AOC,AOC,22-Jun-2026 07:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
