Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
29-Jun-2026,"INR 630,798.04",60.0,Shiv Kumar,28-Jun-2026 03:35 PM,12.pdf (401.00 KB),1.0,6192615.0,FAIZUL HAQ,13-Jun-2026 04:56 PM,Rejected-AOC,L2,28-Jun-2026 03:36 PM,1.0,6192800.0,STAR BUILDERS & SUPPLIERS,INR,"630,798.04",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152457_1,229/NP/NV/RVA/2026-27,12-npp sandila me wn17 me bhaskar ke plot se lokesh lekhpal se ved prakash ke makan tak cc sadak va nali nirman karya,Finance,STAR BUILDERS WINNER,Shiv Kumar,28-Jun-2026 03:30 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,27-Jun-2026 03:42 PM,27-Jun-2026 04:00 PM,techsummary_2158901.pdf (730.98 KB),Technical,3 admitted,Shiv Kumar,27-Jun-2026 03:27 PM,,eo and je,Internal,,Shiv Kumar,28-Jun-2026 03:33 PM,finsummary_2158901.pdf (400.69 KB),AOC,634.0,adhishashi adhikari nagar palika parishad,sandila,No,EO and JEsandila,sandila,1.0,Fee/PreQual/Technical,.pdf,tech,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152457_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,date extend,Date,,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 04:00 PM,12-npp sandila me wn17 me bhaskar ke plot se lokesh lekhpal se ved prakash ke makan tak cc sadak va nali nirman karya,12-npp sandila me wn17 me bhaskar ke plot se lokesh lekhpal se ved prakash ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"6,33,968",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,"53,800",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,AOC
,,,,,,2.0,6192800.0,STAR BUILDERS & SUPPLIERS,13-Jun-2026 06:15 PM,Accepted-AOC,L1,28-Jun-2026 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,,,,,,,,,,,,,,,2.0,conditions apply,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,6209391.0,UMESH CHANDRA RATHORE CONTRACTOR,22-Jun-2026 01:44 PM,Rejected-AOC,L2,28-Jun-2026 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
