Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
878.0,E.O,NPP ETMADPUR,No,Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,9019/NppEtmadpurPt/2026,2026_DOLBU_1146205_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"74,396",No,fixed,,E.O,NPP ETMADPUR,08-May-2026 03:30 PM,15-May-2026 10:00 AM,08-May-2026 03:30 PM,14-May-2026 05:00 PM,NA ,NA ,08-May-2026 03:30 PM,14-May-2026 05:00 PM,18-Jun-2026 11:55 AM,E.O,NPP ETMADPUR,Construction Work Of Cement Concrete Road In Ward 12 From Awadhesh Pandit Home to Madhav Baghel Home .,Construction Work Of Cement Concrete Road In Ward 12 From Awadhesh Pandit Home to Madhav Baghel Home .,Please refer Tender documents. ,NA ,"7,43,958",Civil Works,NA ,Tender,90.0,90.0,NPP ETMADPUR,283202.0,NA ,NA ,NA ,NPP ETMADPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,FDR - Fixed Deposit,AOC,Navodita Sharma,Internal,"E.O, J.E, ACCOUNTANT",Mohammad shameem,20-Jun-2026 04:04 PM,finsummary_2143384.pdf (477.67 KB),Technical,Admitted,Mohammad shameem,18-Jun-2026 11:49 AM,technical_2143384.pdf,Navodita Sharma,Internal,"E.O, JE, ACCOUNTANT",Mohammad shameem,18-Jun-2026 11:51 AM,18-Jun-2026 11:55 AM,techsummary_2143384.pdf (457.34 KB),Finance,Admitted,Mohammad shameem,20-Jun-2026 03:56 PM,finance_2143384.pdf,BOQ Comparative Chart,1,6116111,OMVEER SINGH THAKEDAR,14-May-2026 04:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Jun-2026 11:49 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Etmadpur Agra,2026_DOLBU_1146205_1,9019/NppEtmadpurPt/2026,Construction Work Of Cement Concrete Road In Ward 12 From Awadhesh Pandit Home to Madhav Baghel Home .,1.0,6116073.0,VINOD SARASWAT,INR,"743,586.621",20-Jun-2026,"INR 743,586.621",90.0,Navodita Sharma,20-Jun-2026 04:36 PM,financialawadheshpandit.pdf (478.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6116028,SIDDHI VINAYAK CONSTRUCTION CO AND SUPPLIER,14-May-2026 04:05 PM,Rejected-Finance,HIGHEST,20-Jun-2026 04:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6116073,VINOD SARASWAT,14-May-2026 04:15 PM,Accepted-AOC,AOC,20-Jun-2026 04:36 PM,,,,,,,,,,,,,,,,,AOC
