S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,"Construction of a CC road in Village Fatehpur Bujurg, from Jagpal house passing through Pappu house up to Indrajeet Haveli","Construction of a CC road in Village Fatehpur Bujurg, from Jagpal house passing through Pappu house up to Indrajeet Haveli",Please refer Tender documents. ,NA ,"14,88,000",Civil Works,NA ,Tender,90.0,180.0,EE RED BSR,203001.0,EE RED BSR ,EE RED BSR ,30-Apr-2026 12:00 PM ,EE RED BSR,No ,No,1,1843/RED/BSR/DT. 31-03-2026,BOQ,,16-Apr-2026 12:00 PM,02-May-2026 04:00 PM,25-Apr-2026 12:00 PM,01-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 12:00 PM,01-May-2026 12:00 PM,19-May-2026 12:00 PM,856.0,Nil,Nil,No,EE RED BSR,EE RED BSR,1,Fee/PreQual/Technical,.pdf,T1,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1843/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1134182_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"30,000",No,fixed,,Nil,Nil,AOC,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,16-May-2026 04:59 PM,19-May-2026 12:00 PM,techsummary_2117234.pdf (477.51 KB),Finance,Fathepur,Vishnoo Kumar,11-Jun-2026 03:54 PM,finance_2117234.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,11-Jun-2026 04:09 PM,finsummary_2117234.pdf (61.38 KB),Technical,Fathepur,Vishnoo Kumar,16-May-2026 04:57 PM,technical_2117234.pdf,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1134182_1,1843/RED/Tender/ 2025-26/Dt 31/03/26,"Construction of a CC road in Village Fatehpur Bujurg, from Jagpal house passing through Pappu house up to Indrajeet Haveli",1.0,6079719.0,K.K. CONSTRUCTION,INR,"1,485,631",1,6079719,K.K. CONSTRUCTION,30-Apr-2026 09:42 PM,Accepted-AOC,L1,11-Jun-2026 04:12 PM,11-Jun-2026,"INR 1,485,631",180.0,Vishnoo Kumar,11-Jun-2026 04:12 PM,BonFathepur.pdf (879.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,1843/RED/BSR/2025-26/31/03/26,Date,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6079705,M/S GLOBAL CONTRACTOR,30-Apr-2026 09:45 PM,Rejected-Finance,L2,11-Jun-2026 04:09 PM,,,,,,,AOC
