Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,sbd,Gram Panchayat Dudi Block bamaur main ambedkar park ki Boundrywall ka nirman karya,Gram Panchayat Dudi Block bamaur main ambedkar park ki Boundrywall ka nirman karya,Please refer Tender documents. ,NA ,"18,86,000",Civil Works,NA ,Tender,90.0,90.0,Gram Panchayat Dudi Block bamaur main ambedkar par,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"38,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3835/EE/Tender/25-26 Dated 17.03.2026,2026_REDUP_1141235_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Apr-2026 02:00 PM,08-May-2026 12:30 PM,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 02:00 PM,08-May-2026 12:00 PM,20-May-2026 12:30 PM,1.0,date 3,Date,,EE RED Jhansi,EE RED Jhansi,1.0,SBI Bank,AOC,Rajneesh Kumar,Internal,AE DAO EE,RAJNEESH KUMAR,02-Jun-2026 03:56 PM,finsummary_2131126.pdf (505.44 KB),Technical,Final,Chaman Srivastava,15-May-2026 11:59 AM,technical_2131126.pdf,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 12:02 PM,20-May-2026 12:30 PM,techsummary_2131126.pdf (253.55 KB),Finance,final,RAJNEESH KUMAR,02-Jun-2026 03:54 PM,,BOQ Comparative Chart,1,6070321,M/S GIRI CONSTRUCTION,29-Apr-2026 09:19 AM,Rejected-Finance,n,02-Jun-2026 03:56 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1141235_2,3835/EE/Tender/25-26 Dated 17.03.2026,Gram Panchayat Dudi Block bamaur main ambedkar park ki Boundrywall ka nirman karya,1.0,6070308.0,M/S SHIV KUMAR SINGH,INR,"2,320,154",02-Jun-2026,"INR 2,320,154",90.0,RAJNEESH KUMAR,02-Jun-2026 03:58 PM,dudiamb.pdf (505.00 KB),final,AOC
2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6070308,M/S SHIV KUMAR SINGH,29-Apr-2026 09:44 AM,Accepted-AOC,y,02-Jun-2026 03:58 PM,,,,,,,,,,,,,,,,,AOC
