EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"26,000",No,fixed,,Nil,Nil,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,12/RED/Tavrit/26-27/dt-2-4-26,2026_REDUP_1147099_54,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Kali nagar mai mithun nirmal ke ghar se kartik ke ghar ki taraf CC interlocking tile work.,Kali nagar mai mithun nirmal ke ghar se kartik ke ghar ki taraf CC interlocking tile work.,Please refer Tender documents. ,NA ,"12,54,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Meerut,250002.0,NA ,NA ,NA ,EE RED MEERUT DIVISION,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Document,EE RED MEERUT DIVISION,VIKAS BHAWAN 2ND FLOOR COLLECTORATE MEERUT,14-May-2026 03:50 PM,22-May-2026 12:30 PM,14-May-2026 10:00 AM,21-May-2026 12:00 PM,NA ,NA ,14-May-2026 10:00 AM,21-May-2026 12:00 PM,05-Jul-2026 03:50 PM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2026_REDUP_1147099_54,12/RED/Tavrit/26-27/dt-2-4-26,Kali nagar mai mithun nirmal ke ghar se kartik ke ghar ki taraf CC interlocking tile work.,1,6116395,ARUN CONSTRUCTIONS,17-May-2026 12:07 PM,Rejected-Finance,L2 Bidder,30-Jun-2026 04:18 PM,1.0,6115497.0,M/S ANUJ INTERLOCKING,INR,"1,251,201.75",Finance,finance,SHUBHAM PARLE,30-Jun-2026 03:01 PM,finance_2147102.pdf,BOQ Comparative Chart,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,30-Jun-2026 04:18 PM,finsummary_2147102.pdf (577.38 KB),Technical,Technical bid open,SHUBHAM PARLE,23-May-2026 06:44 PM,technical_2147102.pdf,30-Jun-2026,"INR 1,251,201.75",90.0,SHUBHAM PARLE,30-Jun-2026 04:21 PM,ABC.pdf (4855.00 KB),M/s. Anuj Interlocking,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,30-May-2026 04:55 PM,05-Jun-2026 12:30 PM,techsummary_2147102.pdf (222.59 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,2,6115497,M/S ANUJ INTERLOCKING,17-May-2026 12:38 PM,Accepted-AOC,M/s. Anuj Interlocking,30-Jun-2026 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
