Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
S. E. I.W.C. Aligarh,25 Lal Diggi Aligarh,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Aligarh",01/SE/2026-27,2026_UPIDC_1151019_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,34,000",Yes,fixed,,Nil,Nil,Construction work of pre-cast boundary wall and Type-1 quarters at Kartala Inspection House located in Etah district.,Construction work of pre-cast boundary wall and Type-1 quarters at Kartala Inspection House located in Etah district.,Please refer Tender documents. ,NA ,"66,98,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Etah,207001.0,Office of the SE IWC Aligarh ,25 Lal Diggi Aligarh ,30-May-2026 10:00 AM ,Aligarh,No ,No,20-May-2026 06:00 PM,08-Jun-2026 04:00 PM,30-May-2026 10:00 AM,08-Jun-2026 03:00 PM,NA ,NA ,30-May-2026 10:00 AM,08-Jun-2026 03:00 PM,16-Jun-2026 12:00 PM,"2,791",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,Finance,Financial Bid Opening Report,Jitendra Kumar Agrawal,16-Jun-2026 02:22 PM,finance_2155848.pdf,BOQ Comparative Chart,Jitendra Kumar Agrawal,Internal,SE IWC ETAWAH,Jitendra Kumar Agrawal,12-Jun-2026 08:30 PM,16-Jun-2026 12:00 PM,techsummary_2155848.pdf (627.89 KB),Technical,Technical Bid Opening Summary Report,Jitendra Kumar Agrawal,08-Jun-2026 06:51 PM,technical_2155848.pdf,Jitendra Kumar Agrawal,Internal,SE IWC ETAWAH,Jitendra Kumar Agrawal,17-Jun-2026 11:25 AM,finsummary_2155848.pdf (376.75 KB),24-Jun-2026,"INR 5,198,201.81",180.0,Jitendra Kumar Agrawal,24-Jun-2026 07:24 PM,DOS.pdf (665.00 KB),Date of Start,1.0,6175775.0,SHRI BALAJI CONSTRUCTION,INR,"5,198,201.81","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Aligarh",2026_UPIDC_1151019_4,01/SE/2026-27,Construction work of pre-cast boundary wall and Type-1 quarters at Kartala Inspection House located in Etah district.,1,6178375,M/S Harish Kumar Contractor,08-Jun-2026 01:40 PM,Rejected-Technical,Document Not found as per requirement,12-Jun-2026 08:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6175792,M/S KASON CONSTRUCTION,08-Jun-2026 12:59 PM,Rejected-Finance,LOWEST 3,17-Jun-2026 11:25 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6178930,M/S S R CONSTRUCTION,08-Jun-2026 01:38 PM,Rejected-Finance,LOWEST 2,17-Jun-2026 11:25 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6179298,SHREE HARI BUILDERS,08-Jun-2026 02:49 PM,Rejected-Technical,Document Not found as per requirement,12-Jun-2026 08:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6175775,SHRI BALAJI CONSTRUCTION,08-Jun-2026 11:28 AM,Accepted-AOC,LOWEST 1,24-Jun-2026 07:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6178799,Y-TECH CONSTRUCTIONS ENGINEERS & CONTRACTORS,08-Jun-2026 02:28 PM,Rejected-Finance,LOWEST 4,17-Jun-2026 11:25 AM,AOC
