EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"99,838",No,percentage,10.0%,Nil,Nil,"CHIEF ENGINEER, KMC",KMC Motijheel,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,12-May-2026 09:00 AM,20-May-2026 04:00 PM,12-May-2026 09:00 AM,20-May-2026 03:00 PM,NA ,NA ,13-May-2026 09:00 AM,20-May-2026 03:00 PM,"1,180",Nil,Nil,No,Improvement of Road and Drain From H/O Dinesh Kanojiya To H/O Ashok in Bapu Nagar ward-12 Zone-02,Improvement of Road and Drain From H/O Dinesh Kanojiya To H/O Ashok in Bapu Nagar ward-12 Zone-02,Please refer Tender documents. ,NA ,"9,98,376",Civil Works,NA ,Tender,120.0,90.0,zone 2,208007.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,"Kanpur Municipal Corporation, Kanpur, UP",996/AA-2/25-26,2026_NNKAN_1146522_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,CE,Internal,,DIVAKAR BHASKAR,03-Jun-2026 08:45 PM,finsummary_2144229.pdf (622.45 KB),CE,Internal,,DIVAKAR BHASKAR,02-Jun-2026 03:23 PM,techsummary_2144229.pdf (194.18 KB),11-Jun-2026,"INR 719,169",90.0,DIVAKAR BHASKAR,22-Jun-2026 07:46 PM,1146522oomm.pdf (328.00 KB),AOC,1.0,6129198.0,M/s Om prakash manglani,INR,"719,169","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1146522_1,996/AA-2/25-26,Improvement of Road and Drain From H/O Dinesh Kanojiya To H/O Ashok in Bapu Nagar ward-12 Zone-02,1,6126989,AMAAN ENTERPRISES,19-May-2026 10:55 AM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,Finance,L1 in lottery,DIVAKAR BHASKAR,23-May-2026 04:32 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6128488,GARVITA ASSOCIATES,19-May-2026 04:33 PM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6130722,GAYATRI INFRATECH,20-May-2026 12:28 PM,Rejected-Finance,L3,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6120124,M/S Keshav Construction,18-May-2026 06:16 PM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6131031,M/S MA DURGA ENTERPRISES,20-May-2026 01:36 PM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6125886,M/s Nishi Enterprises,19-May-2026 09:15 PM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6129198,M/s Om prakash manglani,19-May-2026 07:52 PM,Accepted-AOC,aoc,22-Jun-2026 07:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6130507,M/S SUSHMA ENTERPRISES,20-May-2026 11:30 AM,Rejected-Finance,L2,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6129853,SHREE ANANTA ENTERPRISES,20-May-2026 01:20 AM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6125877,SHREE GIRIRAJ INDUSTRIES,18-May-2026 07:14 PM,Rejected-Finance,L1,03-Jun-2026 08:45 PM,,,,,,,AOC
