Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,Fee,.pdf,TENDER FEE AND EMD,"1,062",U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,26-May-2026 05:00 PM,02-Jun-2026 11:00 AM,26-May-2026 05:00 PM,02-Jun-2026 10:00 AM,NA ,NA ,26-May-2026 05:00 PM,02-Jun-2026 10:00 AM,04-Jun-2026 05:40 PM,"18,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,1.0,FDR - Fixed Deposit,"E.E., UPSCIDCO, AMROHA","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Moradabad,003/EE/JPN/NIDHI/2025-26 Dt. 26-05-2026,2026_SCIDC_1153945_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,"Construction work of study room in Raza Public High School in village Dhanaura alias Muradnagar, Block-Joya, District-Amroha. (MLA NIDHI WORK)","Construction work of study room in Raza Public High School in village Dhanaura alias Muradnagar, Block-Joya, District-Amroha. (MLA NIDHI WORK)",Please refer Tender documents. ,NA ,"8,47,402",Civil Works,NA ,Tender,60.0,60.0,AMROHA,244221.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,AOC,Finance,FINANCIAL REPORT,Avdhesh kumar Verma,05-Jun-2026 03:46 PM,,BOQ Comparative Chart,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,04-Jun-2026 05:35 PM,04-Jun-2026 05:40 PM,techsummary_2161602.pdf (477.30 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,04-Jun-2026 05:32 PM,,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,05-Jun-2026 03:54 PM,finsummary_2161602.pdf (293.45 KB),06-Jun-2026,"INR 847,063.04",60.0,Avdhesh kumar Verma,17-Jun-2026 12:59 PM,003NIT004WOJPN.pdf (429.00 KB),LOI OF WORK,1.0,6161112.0,M/S S H CONTRACTOR,INR,"847,063.04",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Moradabad,2026_SCIDC_1153945_1,003/EE/JPN/NIDHI/2025-26 Dt. 26-05-2026,"Construction work of study room in Raza Public High School in village Dhanaura alias Muradnagar, Block-Joya, District-Amroha. (MLA NIDHI WORK)",1,6160790,FURKAN AHMAD CONTRACTOR,02-Jun-2026 12:29 AM,Rejected-Finance,AMOUNT IS HIGH,05-Jun-2026 03:54 PM,AOC
2,PreQual/Technical,.pdf,TENDER NOTICE,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6161112,M/S S H CONTRACTOR,02-Jun-2026 08:29 AM,Accepted-AOC,AMOUNT IS LOWEST,17-Jun-2026 12:59 PM,AOC
3,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6158547,Y S INFOTECH,01-Jun-2026 12:32 PM,Not Admitted-Fee,Fee not received,04-Jun-2026 12:37 PM,AOC
