Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage
05-Jun-2026,"INR 115,793",90.0,Vinod Kumar Kardam,01-Jun-2026 11:15 AM,aoc.pdf (459.00 KB),"AWARD OF CONTRACT for Construction of CC Road and Side Drain work from Anuj house to Nakliram house at Vill Chakwali ke Majra Aamwala Block Rampur Maniharan, District- Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1148256_2,11/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Anuj house to Nakliram house at Vill Chakwali ke Majra Aamwala Block Rampur Maniharan, District- Saharanpur",1.0,6143634.0,SATYA DEV CONSTRUCTION CO.,INR,"115,793",1,6142782,KARAM VIR SINGH CONTRACTOR,26-May-2026 12:38 PM,Rejected-Finance,Being L2,01-Jun-2026 11:11 AM,Technical,Technical Evaluation Summary,Vinod Kumar Kardam,27-May-2026 06:19 PM,technical_2157273.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,01-Jun-2026 11:11 AM,finsummary_2157273.pdf (320.57 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,01-Jun-2026 11:06 AM,finance_2157273.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,27-May-2026 06:21 PM,28-May-2026 10:00 AM,techsummary_2157273.pdf (320.57 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,21-May-2026 06:30 PM,27-May-2026 11:00 AM,21-May-2026 06:30 PM,27-May-2026 10:00 AM,NA ,NA ,21-May-2026 06:30 PM,27-May-2026 10:00 AM,28-May-2026 10:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,11/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1148256_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"2,500",No,fixed,,UPSCIDCO,SAHARANPUR,"Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Anuj house to Nakliram house at Vill Chakwali ke Majra Aamwala Block Rampur Maniharan, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Devendra Nim ji, MLA) Construction of CC Road and Side Drain work from Anuj house to Nakliram house at Vill Chakwali ke Majra Aamwala Block Rampur Maniharan, District- Saharanpur",Please refer Tender documents. ,NA ,"1,16,119",Civil Works,NA ,Tender,90.0,NA ,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,"1,062",UPSCIDCO,SAHARANPUR,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",1.0,RTGS - RTGS Payment,AOC
,,,,,,,,,,,,,,,,2,6143634,SATYA DEV CONSTRUCTION CO.,26-May-2026 02:07 PM,Accepted-AOC,Being L1,01-Jun-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
