S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1,6014643,M/S DIVYANSH CONSTRUCTION,28-Mar-2026 10:17 AM,Accepted-AOC,AOC,25-Jun-2026 06:23 PM,1.0,6014643.0,M/S DIVYANSH CONSTRUCTION,INR,"3,663,185.37",Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,2026_CEUVZ_1128994_1,1104/SETender/jnp-gzp circle/25 Date-19-03-2026,Construction of Bibipur Khas to Bibipur Harijan Basti Link Road with 5 year maintenance,25-Jun-2026,"INR 3,663,185.37",180.0,Satya Kumar Singh,25-Jun-2026 06:24 PM,finsummary_2105980.pdf (305.00 KB),Sk Singh,Internal,,Satya Kumar Singh,08-Apr-2026 12:19 PM,08-Apr-2026 12:30 PM,techsummary_2105980.pdf (568.75 KB),Finance,accept,Brindavan Lal Gautam,27-Apr-2026 12:45 PM,,BOQ Comparative Chart,Sk Singh,Internal,,Satya Kumar Singh,29-Apr-2026 03:00 PM,finsummary_2105980.pdf (289.62 KB),Technical,Finance,Satya Kumar Singh,08-Apr-2026 12:17 PM,,AOC,"4,77,000",Yes,fixed,,Nil,Nil,23-Mar-2026 09:00 AM,28-Mar-2026 12:30 PM,23-Mar-2026 09:00 AM,28-Mar-2026 12:00 PM,NA ,NA ,23-Mar-2026 09:00 AM,28-Mar-2026 12:00 PM,08-Apr-2026 12:30 PM,"2,714",Nil,Nil,No,Construction of Bibipur Khas to Bibipur Harijan Basti Link Road with 5 year maintenance,Construction of Bibipur Khas to Bibipur Harijan Basti Link Road with 5 year maintenance,Please refer Tender documents. ,NA ,"55,50,000",Civil Works,NA ,Tender,90.0,180.0,JAUNPUR,222002.0,NA ,NA ,NA ,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,Chief Engineer PWD Varanasi Zone||S.E. Jaunpur - Ghazipur Circle PWD Jaunpur,1104/SETender/jnp-gzp circle/25 Date-19-03-2026,2026_CEUVZ_1128994_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR","SE, JAUNPUR-GHAZIPUR CIRCLE PWD , JAUNPUR",AOC
2,6007191,M/S SAALIM ENTERPRISES,27-Mar-2026 02:51 PM,Rejected-Finance,Not Admitted,29-Apr-2026 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
