S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,SBI Bank,Construction work of footpath from Aradhya collection to Ratan raj dulha ghar under ward-49 zone-4.,Construction work of footpath from Aradhya collection to Ratan raj dulha ghar under ward-49 zone-4.,Please refer Tender documents. ,NA ,"7,83,008",Civil Works,NA ,Tender,90.0,45.0,ward-49 gandhi nagar,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,"1,180",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",737/AA-4/25-26,2026_NNKAN_1142788_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"78,301",No,percentage,10.0%,Nil,Nil,30-Apr-2026 11:10 AM,05-May-2026 04:00 PM,30-Apr-2026 11:10 AM,05-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 11:10 AM,05-May-2026 03:00 PM,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel",1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,AOC,EE 4,Internal,EE 4,MEENAKSHI AGARWAL,11-May-2026 05:44 PM,finsummary_2134191.pdf (44.15 KB),EE 4,Internal,EE 4,MEENAKSHI AGARWAL,11-May-2026 11:06 AM,techsummary_2134191.pdf (44.15 KB),1.0,6089184.0,M/s Farhan Enterprises,INR,"665,557","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1142788_1,737/AA-4/25-26,Construction work of footpath from Aradhya collection to Ratan raj dulha ghar under ward-49 zone-4.,1,6089985,A K ENTERPRISES,05-May-2026 12:54 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,29-May-2026,"INR 665,557",45.0,MEENAKSHI AGARWAL,06-Jun-2026 05:55 PM,737.pdf (321.00 KB),Agreement Deed Complete,Finance,TF,MEENAKSHI AGARWAL,06-May-2026 05:38 PM,finance_2134191.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,6086949,BALAJI BUILDERS,05-May-2026 11:52 AM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,6089885,ELITE CONSTRUCTION COMPANY,05-May-2026 11:20 AM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,6089096,H.A.CONSTRUCTIONS,04-May-2026 11:34 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,6088908,KSHAMA ENTERPRISES,04-May-2026 09:26 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,6090025,M/s Aone construction,05-May-2026 12:00 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,6084444,M/S ATUL KUMAR SINGH,03-May-2026 05:37 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,6089184,M/s Farhan Enterprises,05-May-2026 12:24 AM,Accepted-AOC,AOC ISSUE,06-Jun-2026 05:55 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,6083120,R.R ENTERPRISES & COMPANY,02-May-2026 01:02 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,6090121,SANA CONSTRUCTION COMPANY,05-May-2026 12:22 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,6086044,SEEMA CONTRACTOR,03-May-2026 10:50 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,6083464,SHINE SKY CONSTRUCTION,02-May-2026 03:04 PM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,6089225,T S ENTERPRISES,05-May-2026 01:04 AM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,6083241,YAQOOT TRADERS,05-May-2026 11:52 AM,Rejected-Finance,Not Selected in lottery,11-May-2026 05:44 PM,,,,,,,,,,,,,,AOC
