Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,298",Nil,Nil,No,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,1.0,Construction of cc road and nali from sarfaraz house to ayesha masjid and saleem house to jabbar house for hussain basti at ward no. 01,Date,,"1,30,399",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,Saharanpur Municipal Corporation Saharanpur UP,7046 B,2026_NNSAH_1113600_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,12-Feb-2026 09:00 AM,28-Feb-2026 11:00 AM,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,16-Apr-2026 05:55 PM,1.0,SBI Bank,Construction of cc road and nali from sarfaraz house to ayesha masjid and saleem house to jabbar house for hussain basti at ward no. 01,Construction of cc road and nali from sarfaraz house to ayesha masjid and saleem house to jabbar house for hussain basti at ward no. 01,Please refer Tender documents. ,NA ,"13,03,985",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,Nagar Nigam Saharanpur,No ,No,AOC,Finance,Admitted,Sandeep kumar Misra,22-Apr-2026 02:05 PM,finance_2062356.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Madan Pal,16-Apr-2026 05:53 PM,16-Apr-2026 05:55 PM,techsummary_2062356.pdf (22.86 KB),Technical,Admitted,Sandeep kumar Misra,10-Mar-2026 11:56 AM,technical_2062356.pdf,MADANPAL,Internal,,Madan Pal,01-Jun-2026 03:48 PM,finsummary_2062356.pdf (99.31 KB),01-Jun-2026,"INR 1,296,161.09",30.0,Madan Pal,01-Jun-2026 03:49 PM,techhh.pdf (99.00 KB),Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113600_1,7046 B,Construction of cc road and nali from sarfaraz house to ayesha masjid and saleem house to jabbar house for hussain basti at ward no. 01,1.0,5933247.0,RADHE RADHE ENTERPRISES,INR,"1,296,161.09",1,5932501,Manoj Kumar Contractor,26-Feb-2026 06:41 PM,Rejected-AOC,L3,01-Jun-2026 03:49 PM,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5934238,"M/S COSMIC POWER,",26-Feb-2026 06:17 PM,Rejected-AOC,L2,01-Jun-2026 03:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5933247,RADHE RADHE ENTERPRISES,27-Feb-2026 12:45 PM,Accepted-AOC,L1,01-Jun-2026 03:49 PM,AOC
