Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,693/E-Tender/2025-26 dt. 15.04.2026,2026_PWDBL_1139789_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,500",No,fixed,,Nil,Nil,22-Apr-2026 09:00 AM,27-Apr-2026 12:30 PM,22-Apr-2026 09:00 AM,27-Apr-2026 12:00 PM,NA ,NA ,22-Apr-2026 09:00 AM,27-Apr-2026 12:00 PM,"Bahukhandi Mantri Awas Dalibagh, Vikramaditya Marg, Gautampalli, Rajbhavan Colony sthit Manniye Mantri Awas ki saaj sajja samagri ki aapurti/marammat ka karya.","Bahukhandi Mantri Awas Dalibagh, Vikramaditya Marg, Gautampalli, Rajbhavan Colony sthit Manniye Mantri Awas ki saaj sajja samagri ki aapurti/marammat ka karya.",Please refer Tender documents. ,NA ,"2,55,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,23-Apr-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,1.0,SBI Bank,770.0,Nil,Nil,No,AOC,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,02-Jun-2026 05:12 PM,finsummary_2128473.pdf (1547.30 KB),EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,02-Jun-2026 05:07 PM,techsummary_2128473.pdf (1547.30 KB),02-Jun-2026,"INR 216,495",30.0,DILIP KUMAR,02-Jun-2026 05:17 PM,852.pdf (781.00 KB),AOC for Acceptance No 852 date 07.05.2026,1.0,6069512.0,M/S A.V.S. TRADERS,INR,"216,495",Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1139789_6,693/E-Tender/2025-26 dt. 15.04.2026,"Bahukhandi Mantri Awas Dalibagh, Vikramaditya Marg, Gautampalli, Rajbhavan Colony sthit Manniye Mantri Awas ki saaj sajja samagri ki aapurti/marammat ka karya.",1,6070823,GLOBAL ENTERPRISES,27-Apr-2026 11:21 AM,Rejected-Finance,Financial bid Rejected due to L2,02-Jun-2026 05:12 PM,Finance,Evaluation Letter,DILIP KUMAR,06-May-2026 04:18 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6069512,M/S A.V.S. TRADERS,27-Apr-2026 09:44 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 216495.00 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,02-Jun-2026 05:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6070844,M/S TAUFEEQUE AHMAD,27-Apr-2026 11:08 AM,Rejected-Finance,Financial bid Rejected due to L3,02-Jun-2026 05:12 PM,,,,,,,AOC
