S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,C.E.3,Zone 3,1.0,Fee/PreQual/Technical,.pdf,pdf,"2,950",Nil,Nil,No,"Kanpur Municipal Corporation, Kanpur, UP",634/A.A./25-26,2026_NNKAN_1106592_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,16-Jan-2026 05:00 PM,30-Jan-2026 04:00 PM,16-Jan-2026 05:00 PM,30-Jan-2026 03:00 PM,NA ,NA ,16-Jan-2026 05:00 PM,30-Jan-2026 03:00 PM,18-Apr-2026 04:00 PM,"4,49,950",No,fixed,,Nil,Nil,Imp. Of Footpath interlocking tiles with Nali from Barra-2 sachan Xing to KDA market mogali Restaurant in ward 77 Zone 03,Imp. Of Footpath interlocking tiles with Nali from Barra-2 sachan Xing to KDA market mogali Restaurant in ward 77 Zone 03,Please refer Tender documents. ,NA ,"49,99,000",Civil Works,NA ,Tender,90.0,NA ,Imp. Of Footpath interlocking tiles with Nali fro,208040.0,NA ,NA ,NA ,C.E.3,No ,No,AOC,Finance,in lottery,DIVAKAR BHASKAR,22-Apr-2026 03:33 PM,,BOQ Comparative Chart,Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,16-Apr-2026 03:54 PM,18-Apr-2026 04:00 PM,techsummary_2041739.pdf (2813.19 KB),Technical,Open,KAMALESH KUMAR PATEL,16-Apr-2026 03:49 PM,,C.E.,Internal,,RAJESH KUMAR,04-May-2026 04:27 PM,finsummary_2041739.pdf (874.68 KB),03-Jun-2026,"INR 4,249,637",90.0,RAJESH KUMAR,03-Jun-2026 06:04 PM,634.pdf (557.00 KB),Work order,1.0,5830894.0,M/s Shree hari construction,INR,"4,249,637","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1106592_1,634/A.A./25-26,Imp. Of Footpath interlocking tiles with Nali from Barra-2 sachan Xing to KDA market mogali Restaurant in ward 77 Zone 03,1,5831313,BINAYA INFRA TECH PVT LTD,29-Jan-2026 03:34 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,2.0,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5830774,Dilip Kumar Bajpai,29-Jan-2026 03:16 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5832902,m/s Bajrang enterprises,30-Jan-2026 01:55 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5831166,M/S I.J.TILES INDUSTRIES,30-Jan-2026 10:36 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5832222,M/s Krishna construction company,30-Jan-2026 01:56 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5831762,M/S Maa Bhagwati construction and supllier,30-Jan-2026 02:23 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5830754,M/S P.K. ENTERPRISE,30-Jan-2026 12:56 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5830894,M/s Shree hari construction,30-Jan-2026 01:11 PM,Accepted-AOC,L1,03-Jun-2026 05:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5832001,M/S Sikander Suppliers,30-Jan-2026 09:34 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5829348,SRG TILES INDUSTRIES,30-Jan-2026 12:45 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",04-May-2026 04:27 PM,AOC
