EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,89,862",No,fixed,,Nagar Palika Parishad,Lakhimpur,RCC drain construction work from Mohalla Ramnagar Patel Hardware to Ajay Pal house.,RCC drain construction work from Mohalla Ramnagar Patel Hardware to Ajay Pal house.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,60.0,LAKHIMPUR,262701.0,NA ,NA ,NA ,Office Nagar Palika Parishad Lakhimpur,No ,No,09-May-2026 05:00 PM,22-May-2026 05:00 PM,09-May-2026 05:00 PM,21-May-2026 12:00 PM,NA ,NA ,09-May-2026 05:00 PM,21-May-2026 12:00 PM,02-Jun-2026 12:00 PM,"2,644",Nagar Palika Parishad,Lakhimpur,Yes,1.0,RTGS - RTGS Payment,Executive Officer,Office Nagar Palika Parishad Lakhimpur,1.0,Fee/PreQual/Technical,.pdf,Technical,Directorate of Local Bodies UP||Nagar Palika Parishad Lakhimpur Lakhimpur,232/JANNIRMAN/MBL/2026-27 DATED 04.05.2026,2026_DOLBU_1146095_21,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,1,6132378,M/S Paras Nath Verma,20-May-2026 08:50 PM,Rejected-Finance,Highest Amount,25-Jun-2026 11:35 AM,Directorate of Local Bodies UP||Nagar Palika Parishad Lakhimpur Lakhimpur,2026_DOLBU_1146095_21,232/JANNIRMAN/MBL/2026-27 DATED 04.05.2026,RCC drain construction work from Mohalla Ramnagar Patel Hardware to Ajay Pal house.,1.0,6132332.0,M/s Prakhar Enterprises,INR,"2,212,369.84",Finance,Bid opening summary,Samra Saeed,02-Jun-2026 06:09 PM,,BOQ Comparative Chart,sanjay kumar,Internal,,Sanjay Kumar,25-Jun-2026 11:35 AM,finsummary_2145533.pdf (340.25 KB),Technical,Bid opening summary,Sanjay Kumar,02-Jun-2026 11:27 AM,,25-Jun-2026,"INR 2,212,369.84",60.0,Sanjay Kumar,25-Jun-2026 11:37 AM,AOC21.pdf (298.00 KB),sanjay kumar,Internal,,Sanjay Kumar,02-Jun-2026 11:37 AM,02-Jun-2026 12:00 PM,techsummary_2145533.pdf (210.79 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,AOC,2,6132332,M/s Prakhar Enterprises,20-May-2026 08:24 PM,Accepted-AOC,Lowest amount,25-Jun-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6133314,SUMAN TIWARI CONTRACTOR,21-May-2026 11:59 AM,Rejected-Technical,technical bid not accepted,02-Jun-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
