Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er. Surya Prakash,Internal,,Surya Prakash,19-May-2026 01:36 PM,20-May-2026 10:00 AM,techsummary_2123642.pdf (1783.38 KB),20-Jun-2026,"INR 881,631.55",120.0,Surya Prakash,20-Jun-2026 02:56 PM,10.pdf (1373.00 KB),Technical,Technical Bid Open,Surya Prakash,12-May-2026 05:10 PM,,Finance,Financial Bid Open,Surya Prakash,20-May-2026 03:29 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,20-Jun-2026 02:54 PM,finsummary_2123642.pdf (1372.97 KB),1.0,6100739.0,Rana Vikramaditya Singh,INR,"881,631.55",1,6104686,MADAN PAL SINGH,11-May-2026 07:53 AM,Rejected-Finance,Highest Rate,20-Jun-2026 02:54 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1137168_11,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,GRAMSABHA SONHULA RAMNAGAR ME PANCHAYAT BHAWAN SE RAVI PRAJAPATI KE GHAR TAK CC KARYA,AOC,766.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,2026_REDUP_1137168_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"21,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,DATE1,Date,,1.0,SBI Bank,GRAMSABHA SONHULA RAMNAGAR ME PANCHAYAT BHAWAN SE RAVI PRAJAPATI KE GHAR TAK CC KARYA,GRAMSABHA SONHULA RAMNAGAR ME PANCHAYAT BHAWAN SE RAVI PRAJAPATI KE GHAR TAK CC KARYA,Please Refer Tender Document ,NA ,"10,41,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,16-Apr-2026 10:00 AM,12-May-2026 02:30 PM,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,20-May-2026 10:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6100739,Rana Vikramaditya Singh,10-May-2026 03:22 PM,Accepted-AOC,Lowest Rate,20-Jun-2026 02:56 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
