Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
C.E.3,Zone 3,1.0,SBI Bank,Imp. Nali and C.C. Road from Safed Colony in Block No 28 to Block No 19 in Ward 38 Zone 03,Imp. Nali and C.C. Road from Safed Colony in Block No 28 to Block No 19 in Ward 38 Zone 03,Please refer Tender documents. ,NA ,"19,99,640",Civil Works,NA ,Tender,60.0,NA ,Imp. Nali and C.C. Road from Safed Colony in Blo,208040.0,NA ,NA ,NA ,C.E.3,No ,No,"1,180",Nil,Nil,No,1.0,Date,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,"Kanpur Municipal Corporation, Kanpur, UP",613/A.A.3/25-26,2026_NNKAN_1118217_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"1,99,964",No,percentage,10.0%,Nil,Nil,19-Feb-2026 04:00 PM,28-Feb-2026 04:00 PM,19-Feb-2026 04:00 PM,28-Feb-2026 03:00 PM,NA ,NA ,19-Feb-2026 04:00 PM,28-Feb-2026 03:00 PM,AOC,C.E.,Internal,,RAJESH KUMAR,28-Apr-2026 01:26 PM,techsummary_2078297.pdf (967.62 KB),C.E.,Internal,,RAJESH KUMAR,28-Apr-2026 01:35 PM,finsummary_2078297.pdf (967.62 KB),Finance,Tender Open,RAJESH KUMAR,13-Mar-2026 04:24 PM,finance_2078297.pdf,BOQ Comparative Chart,1,5920683,ALKA RANI CHAUBEY,28-Feb-2026 08:53 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1118217_1,613/A.A.3/25-26,Imp. Nali and C.C. Road from Safed Colony in Block No 28 to Block No 19 in Ward 38 Zone 03,1.0,5924412.0,M/S S.S. INFRA,INR,"1,699,694",23-Jun-2026,"INR 1,699,694",60.0,RAJESH KUMAR,23-Jun-2026 01:40 PM,613.pdf (266.00 KB),Work Order,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,5926685,BABA ANANDESHWAR ENTERPRISES,27-Feb-2026 10:15 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,5936718,BABA ANENDESHWAR TRAVELS,28-Feb-2026 06:51 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,5937974,JAI HANUMAN CONTRACTOR,27-Feb-2026 02:41 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,5927775,Jay Shree Enterpriess,25-Feb-2026 08:52 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,5934061,MAHADEV ENTERPRISES,26-Feb-2026 05:19 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,5916480,M/s aditya mishra,26-Feb-2026 09:57 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,5940504,M/s C D Enterprises,28-Feb-2026 11:32 AM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,5934284,M/S MOON CONSTRUCTIONS,26-Feb-2026 07:14 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,5939758,M/S PRATHMESH CONSTRUCTIONS,28-Feb-2026 12:05 PM,Rejected-Finance,"Due to similar rate quote lottery is done. Bid is not selected in lottery. Hence, Not Accepted As per Second Lowest.",28-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,AOC
