S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,DD - Demand Draft,"1,000",BDO BANSDIH,BANSDIH,No,BDO BANSDIH,BDO OFFICE BANSDIH,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,gram panchayat suhval mein pi0w0d0rod se sukhdev mishra an jitendra god ke ghar hote sunil god ke ghar tak interlanking karya (237.20 meter),gram panchayat suhval mein pi0w0d0rod se sukhdev mishra an jitendra god ke ghar hote sunil god ke ghar tak interlanking karya (237.20 meter),NIT ,NA ,"4,84,000",Civil Works,NA ,Tender,90.0,90.0,KP BANSDIH,277202.0,NA ,NA ,NA ,BDO OFFICE BANSDIH,No ,No,30-May-2026 10:00 AM,15-Jun-2026 12:30 PM,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,NA ,NA ,30-May-2026 10:00 AM,13-Jun-2026 05:00 PM,17-Jun-2026 05:00 PM,"9,680",No,fixed,,BDO BANSDIH,BANSDIH,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,234 Date 27-05-2026 Lot no 28,2026_RDUP_1155483_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,18-Jun-2026 09:28 PM,finsummary_2164531.pdf (213.28 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Bansdih,2026_RDUP_1155483_1,234 Date 27-05-2026 Lot no 28,gram panchayat suhval mein pi0w0d0rod se sukhdev mishra an jitendra god ke ghar hote sunil god ke ghar tak interlanking karya (237.20 meter),Technical,Bid Opening Summary,MANOJ KUMAR SHARMA,15-Jun-2026 05:39 PM,,1.0,6192105.0,SHREYANSH SINGH,INR,"483,612.8",18-Jun-2026,"INR 483,612.8",90.0,MANOJ KUMAR SHARMA,19-Jun-2026 11:28 AM,28.pdf (60.00 KB),AOC,1.0,6192452.0,MAA ENTERPRISES,13-Jun-2026 04:48 PM,Rejected-AOC,L3,19-Jun-2026 11:28 AM,Finance,Bid Opening Summary,MANOJ KUMAR SHARMA,18-Jun-2026 01:00 PM,,BOQ Comparative Chart,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",Internal,"MANOJ KUMAR SHARMA, BDO POOJA YADAV, JE RED, AKHILESH KUMAR SINGH, ACCOUNTANT",MANOJ KUMAR SHARMA,17-Jun-2026 04:59 PM,17-Jun-2026 05:00 PM,techsummary_2164531.pdf (213.28 KB),AOC
2,BC - Bankers Cheque,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6192282.0,SHEKHAR ENTERPRISES,13-Jun-2026 03:57 PM,Rejected-AOC,L2,19-Jun-2026 11:28 AM,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6192105.0,SHREYANSH SINGH,13-Jun-2026 02:52 PM,Accepted-AOC,L1,19-Jun-2026 11:28 AM,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
