S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,ASSISTANT ENGINEER IV SSK36 JAUNPUR,ASSISTANT ENGINEER IV SSK36 JAUNPUR,"2,080",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,679.0,Nil,Nil,No,SCRAPPING WORK IN PURANPUR DRAIN FROM KM. 3.000 TO KM. 0.000,SCRAPPING WORK IN PURANPUR DRAIN FROM KM. 3.000 TO KM. 0.000,Please refer Tender documents. ,NA ,"1,03,000",Civil Works,NA ,Tender,90.0,10.0,ASSISTANT ENGINEER IV SSK36 JAUNPUR,222002.0,NA ,NA ,NA ,ASSISTANT ENGINEER IV SSK36 JAUNPUR,No ,No,23-May-2026 11:00 AM,30-May-2026 02:00 PM,23-Jul-2026 03:09 PM,30-May-2026 01:00 PM,NA ,NA ,23-May-2026 11:00 AM,30-May-2026 01:00 PM,01-Jun-2026 09:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/AEIV/2026-27 Lot 25,2026_UPIDC_1151633_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,NARSINGH RAM,Internal,,Narsingh Ram,30-Jun-2026 11:46 AM,finsummary_2157121.pdf (199.71 KB),Technical,ok,Narsingh Ram,31-May-2026 03:15 PM,technical_2157121.pdf,NARSINGH RAM,Internal,,Narsingh Ram,31-May-2026 03:43 PM,01-Jun-2026 09:00 AM,techsummary_2157121.pdf (196.12 KB),Finance,ok,Narsingh Ram,30-Jun-2026 11:43 AM,finance_2157121.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1151633_1,01/AEIV/2026-27 Lot 25,SCRAPPING WORK IN PURANPUR DRAIN FROM KM. 3.000 TO KM. 0.000,1.0,6149587.0,SAJAL SINGH,INR,"57,064.8",1,6151525,RAJESH KUMAR SINGH,29-May-2026 03:08 PM,Rejected-Finance,L3,30-Jun-2026 11:46 AM,30-Jun-2026,"INR 57,064.8",10.0,Narsingh Ram,30-Jun-2026 11:48 AM,25.pdf (384.00 KB),AOC
,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6152923,RAMNAYAN SINGH CONSTRUCTION,30-May-2026 10:05 AM,Rejected-Finance,L2,30-Jun-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6149587,SAJAL SINGH,29-May-2026 09:18 PM,Accepted-AOC,l1,30-Jun-2026 11:48 AM,,,,,,,AOC
