Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Construction of CC Road work at Gram Dhhorika ( Shanti Nagar) Sri Shivir Kumar Shrivastav Ke Plat Se Archana Devi Ke Plat Tak Madhya Marg (Len-2) Distt. Basti ( Vidhayak Nidhi Basti sadar),Construction of CC Road work at Gram Dhhorika ( Shanti Nagar) Sri Shivir Kumar Shrivastav Ke Plat Se Archana Devi Ke Plat Tak Madhya Marg (Len-2) Distt. Basti ( Vidhayak Nidhi Basti sadar),As Given in NIT ,NA ,"14,21,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti-272001 ",22-Apr-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,1,FDR - Fixed Deposit,1,Fee/PreQual/Technical,.pdf,NIT,Executive Engineer,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti-272001","29,000",No,fixed,,UPSCIDCO,BASTI,17-Apr-2026 09:00 AM,25-Apr-2026 02:00 PM,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,17-Apr-2026 09:00 AM ,25-Apr-2026 01:00 PM ,17-Apr-2026 09:00 AM,25-Apr-2026 01:00 PM,18-May-2026 12:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,115/EE Basti /E-Tender /Vidhayak Nidhi Basti sadar /2025-26 Dated 16 -04-2026,2026_SCIDC_1137799_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",UPSCIDCO,BASTI,No,AOC,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,18-May-2026 10:42 AM,18-May-2026 12:00 PM,techsummary_2124460.pdf (343.96 KB),Finance,SURENDRA PRATAP Found L1,Ramesh Bahadur Shahi,25-May-2026 06:10 PM,finance_2124460.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,25-May-2026 06:12 PM,finsummary_2124460.pdf (698.67 KB),Technical,M/s SURENDRA PRATAP and M/s S K D CONSTRUCTION Found,Ramesh Bahadur Shahi,18-May-2026 10:40 AM,technical_2124460.pdf,1.0,6064425.0,SURENDRA PRATAP,INR,"1,420,857",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1137799_1,115/EE Basti /E-Tender /Vidhayak Nidhi Basti sadar /2025-26 Dated 16 -04-2026,Construction of CC Road work at Gram Dhhorika ( Shanti Nagar) Sri Shivir Kumar Shrivastav Ke Plat Se Archana Devi Ke Plat Tak Madhya Marg (Len-2) Distt. Basti ( Vidhayak Nidhi Basti sadar),1,6066112,S K D CONSTRUCTION,24-Apr-2026 12:28 PM,Rejected-Finance,L2,25-May-2026 06:12 PM,03-Jun-2026,"INR 1,420,857",90.0,Ramesh Bahadur Shahi,03-Jun-2026 11:48 AM,DhorikaLOI.pdf (1077.00 KB),M/s Yadav Construction Found L1,AOC
,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6064425,SURENDRA PRATAP,23-Apr-2026 01:48 PM,Accepted-AOC,L1,03-Jun-2026 11:48 AM,,,,,,,,AOC
